bus_number,P_output,Q_output,voltage_mag,gen_status,P_max,P_min
47,65.0765056595431,-12.2099973050759,0.995140031860395,1,110.0,36.96
21,129.999997153639,-18.7199972451253,0.996955188161012,1,130.0,21.43
32,0.999997130628328,0.0,0.99284339254527,1,1.0,0.18
32,2.79999713105973,0.0,0.99284339254527,1,2.8,0.75
50,53.760191269296,-13.4699973219793,0.993105690123041,1,110.4,53.76
34,60.4999720430149,-6.71999734015392,0.9938095397477,1,60.5,15.21
34,7.62660397958554,-6.71999734015392,0.9938095397477,1,60.5,6.56
34,60.4999597142215,-6.71999734015392,0.9938095397477,1,60.5,24.58
34,60.4999192212836,-6.71999734015392,0.9938095397477,1,60.5,18.06
34,15.7000377905419,-6.71999734015392,0.9938095397477,1,60.5,15.7
34,81.869938701753,-9.08999734015575,0.9938095397477,1,81.87,37.39
34,15.9100303406355,-9.08999734015575,0.9938095397477,1,81.87,15.91
34,44.7897400665566,-9.08999734015575,0.9938095397477,1,81.87,29.76
