bus_number,P_output,Q_output,voltage_mag,gen_status,P_max,P_min
5,0.0,0,1,0,873.239908851716,0
10,598.70983654909,0,1,1,774.945588370122,0
11,226.700795163262,0,1,1,226.700795163461,0
20,0.0,0,1,0,309.824924154862,0
21,3685.7932259886,0,1,1,4777.34357070095,0
22,62.4360979274792,0,1,1,62.436097927665,0
30,0.0,0,1,0,2607.62519119544,0
31,520.14384705914,0,1,1,520.143847064285,0
39,64.9123729751371,0,1,1,64.9123729753313,0
41,0.0,0,1,0,1706.92013548679,0
45,27.6129804644364,0,1,1,27.6129804646222,0
46,470.965448216528,0,1,1,470.965448217777,0
52,913.85848892232,0,1,1,913.858488922509,0
53,317.724069168222,0,1,1,317.724069168432,0
54,177.846619169516,0,1,1,177.846619169729,0
58,440.057599880139,0,1,1,440.057599880826,0
65,0.0,0,1,0,1219.6958982353,0
68,1.4898078365705102e-09,0,1,1,273.934730840312,0
73,61.4433788714701,0,1,1,61.4433788778908,0
74,0.0,0,1,0,360.396863255982,0
75,336.13176721005,0,1,1,336.131767216056,0
84,864.629405046874,0,1,1,1014.71899344483,0
93,0.0,0,1,0,65.6270979854744,0
95,191.66070735461,0,1,1,191.660707354882,0
96,96.8359289910746,0,1,1,96.8359289941904,0
99,1.11123636504959e-10,0,1,1,405.30203850793,0
106,552.107265829485,0,1,1,552.107265829929,0
110,162.366544225459,0,1,1,395.001773246566,0
114,482.878906511807,0,1,1,482.878906512024,0
118,249.17470744407,0,1,1,249.174707446645,0
122,1.51526602154497e-09,0,1,1,20.4750955450254,0
123,265.773551202545,0,1,1,482.386701272582,0
133,47.3817043403772,0,1,1,377.266657477667,0
141,150.257516746832,0,1,1,423.13119888606,0
143,2.47834448525547e-09,0,1,1,90.0870068396626,0
146,794.814006724283,0,1,1,794.81400672487,0
148,498.898769929252,0,1,1,498.898769929744,0
151,4.01018796075901e-09,0,1,1,278.290544178146,0
158,491.86391585812,0,1,1,491.86391585822,0
159,37.3811996486185,0,1,1,360.572817347803,0
160,60.1184095262133,0,1,1,60.1184095265103,0
165,601.737543587597,0,1,1,601.737543588167,0
183,597.279334250435,0,1,1,597.279334250824,0
184,590.313566611845,0,1,1,590.313566612198,0
186,97.5375553090028,0,1,1,97.5375553092453,0
191,587.136684138681,0,1,1,762.897233853489,0
196,243.115687317025,0,1,1,243.115687317304,0
207,5.629804301049581e-09,0,1,1,139.856539057292,0
211,326.497876776074,0,1,1,326.497876778567,0
220,53.0724270633935,0,1,1,101.687607253075,0
224,220.827511714561,0,1,1,220.827511714951,0
234,219.676826080117,0,1,1,219.676826080378,0
236,171.602603051632,0,1,1,171.602603051922,0
238,258.144258247536,0,1,1,602.48471037462,0
242,146.195875542383,0,1,1,146.195875542594,0
245,33.6423319754462,0,1,1,33.6423319756479,0
247,144.347236905906,0,1,1,144.347236907406,0
250,238.401584794869,0,1,1,238.401584795089,0
255,175.174613534192,0,1,1,175.174613535255,0
256,26.77337867195,0,1,1,26.7733786721553,0
267,128.452358544136,0,1,1,128.452358544341,0
269,1.79124948812271,0,1,1,1.79124948832557,0
275,21.0862879002563,0,1,1,21.0862879006306,0
277,152.6148813402,0,1,1,152.614881340407,0
285,20.6644261209825,0,1,1,20.6644261211504,0
287,155.073245090978,0,1,1,155.073245091194,0
291,1.79923038277321,0,1,1,1.79923038297139,0
299,28.0442673028031,0,1,1,28.044267303001,0
