bus_number,P_output,Q_output,voltage_mag,gen_status,P_max,P_min
2,51.088483731776,0,1,1,258.085686799331,0
5,537.573870016234,0,1,1,537.573870016234,0
8,525.145163521465,0,1,1,525.145163521465,0
9,179.797401088769,0,1,1,193.783751747687,0
10,136.42954438732,0,1,1,136.42954438732,0
12,362.971280844264,0,1,1,362.971280844264,0
16,237.451693634228,0,1,1,237.451693634228,0
19,114.627166192665,0,1,1,131.31377343034,0
26,105.787379240918,0,1,1,132.602966429627,0
34,2573.60021395862,0,1,1,2989.71913252177,0
36,0.0,0,1,0,1370.69728550549,0
37,0.0,0,1,0,1270.41657943745,0
40,134.973567002794,0,1,1,134.973567002794,0
44,343.717931384581,0,1,1,343.717931384581,0
46,0.0,0,1,0,239.56502105365,0
47,212.349148586562,0,1,1,212.349148586562,0
55,68.1047595889103,0,1,1,71.8834316056712,0
67,417.482199845176,0,1,1,417.482199845176,0
69,76.9766794614123,0,1,1,76.9766794614123,0
78,0.0,0,1,0,1154.39396655587,0
81,0.0,0,1,0,315.69192184756,0
86,30.4941538606942,0,1,1,104.055516318266,0
89,0.0,0,1,0,1165.49238499794,0
90,77.0763546983651,0,1,1,77.0763546983651,0
100,323.0354110354,0,1,1,323.0354110354,0
104,27.8109541943226,0,1,1,27.8109541943226,0
115,42.5123250290473,0,1,1,42.5123250290473,0
117,29.8352758399867,0,1,1,67.0313374587765,0
125,1009.96527903921,0,1,1,1112.12963415989,0
129,184.788129441045,0,1,1,539.912643299843,0
132,990.107786050897,0,1,1,990.107786050897,0
136,9.23533938334757e-14,0,1,1,566.354280437321,0
140,357.873918361404,0,1,1,357.873918361404,0
143,58.6919179464302,0,1,1,58.6919179464302,0
147,500.820562833101,0,1,1,500.820562833101,0
161,0.0,0,1,0,878.121524238654,0
166,491.197389272863,0,1,1,552.936803703996,0
168,0.0,0,1,0,743.404892131604,0
173,196.53237797909,0,1,1,495.371091450064,0
175,122.985633374662,0,1,1,122.985633374662,0
178,325.605780388835,0,1,1,325.605780388835,0
187,64.5106301932148,0,1,1,64.5106301932148,0
190,918.769334173408,0,1,1,937.895858716293,0
198,0.0,0,1,0,46.3350451461897,0
204,231.920476649057,0,1,1,231.920476649057,0
211,348.669863318659,0,1,1,348.669863318659,0
212,118.948430466112,0,1,1,118.948430466112,0
213,806.520189410365,0,1,1,1094.65440173214,0
216,238.292562755897,0,1,1,238.292562755897,0
220,319.025082882709,0,1,1,319.025082882709,0
227,948.878755983082,0,1,1,948.878755983082,0
229,319.429363575512,0,1,1,319.429363575512,0
237,12.2364518152659,0,1,1,12.2364518152659,0
242,844.73437595065,0,1,1,844.73437595065,0
248,199.718833714997,0,1,1,199.718833714997,0
259,7.79085045159176,0,1,1,7.79085045159177,0
260,0.0,0,1,0,458.013491635803,0
263,270.129533836479,0,1,1,270.129533836479,0
264,157.477925438204,0,1,1,157.477925438204,0
267,9.475015612210211e-14,0,1,1,346.340939170567,0
274,0.0,0,1,0,893.455274635383,0
280,528.268387455642,0,1,1,819.327414121311,0
282,31.0383954342355,0,1,1,31.0383954342355,0
285,581.491623919669,0,1,1,581.491623919669,0
286,162.312645525511,0,1,1,162.312645525511,0
294,127.319613152794,0,1,1,127.319613152794,0
295,1.25089344387016,0,1,1,1.25089344387018,0
297,0.0,0,1,0,53.4563431731424,0
298,5.3379573253864,0,1,1,5.3379573253864,0
