from_bus,to_bus,resistance,reactance,susceptance,line_rating,line_status,P_from,Q_from,P_to,Q_to
3,5,0.114160463983881,0.124027637631484,0,95.3338523929452,1,0.207952084541185,0,-0.207952084541185,0
6,9,0.0026081505575202,0.0090933506372337,0,396.116886826149,1,63.0793467059998,0,-63.0793467059998,0
4,10,0.00264543659036,0.0157015996730916,0,396.144477326239,1,-130.542610095884,0,130.542610095884,0
8,10,0.0166986271100623,0.0069358365363162,0,746.001095479327,1,-268.187704928431,0,268.187704928431,0
7,14,0.0344624762418244,0.113868430680647,0,165.672030058981,1,-11.5098793161841,0,11.5098793161841,0
9,14,0.0026703114262541,0.0198060036664913,0,189.134674708609,1,49.5101892677841,0,-49.5101892677841,0
12,14,0.002040888818539,0.0226321653703098,0,1307.49901361701,1,-38.0003099515997,0,38.0003099515997,0
7,15,0.0169049840803615,0.112876731794177,0,198.636740876172,1,11.5098793161842,0,-11.5098793161842,0
13,15,0.023517814755673,0.116139758901397,0,166.76669420389,1,-11.5098793161842,0,11.5098793161842,0
13,17,0.0511030817468193,0.010227754177338,0,12341.9373070696,1,31.8867506304297,0,-31.8867506304297,0
11,18,0.0004005611772286,0.0023644284069477,0,1050.99117593899,1,501.869735329937,0,-501.869735329937,0
12,18,0.02723559407043,0.131135635210002,0,16.793212329331,1,14.0574273621254,0,-14.0574273621254,0
13,18,0.0452992850614871,0.0610056902117326,0,644.224214259384,1,-20.3768713142454,0,20.3768713142454,0
17,18,0.0037867853787697,0.0242559308100167,0,170.787153577845,1,-64.6948970185584,0,64.6948970185584,0
16,19,0.0032985326655186,0.0011624985409089,0,992.000978687275,1,-464.071822880553,0,464.071822880553,0
16,20,0.0202443107517162,0.018832361481947,0,57.9489300885151,1,38.0804283539309,0,-38.0804283539309,0
12,21,0.0010505468309205,0.0253004625590832,0,1945.98962052142,1,23.942882589474,0,-23.942882589474,0
16,24,0.0017356415848689,0.004164475695076,0,612.042059292978,1,426.855977795545,0,-426.855977795545,0
20,24,0.0038678967235239,0.0315522437568347,0,1791.57680201191,1,33.6105083635821,0,-33.6105083635821,0
16,26,0.0361550229020933,0.936543240624237,0,11.6760834312619,1,-0.864583268923705,0,0.864583268923705,0
25,26,0.110460733891421,0.832234342221707,0,9.25123717031377,1,0.864583268923713,0,-0.864583268923713,0
20,27,0.0074746901781947,0.118964039840476,0,56.5461248044715,1,4.46991999034885,0,-4.46991999034885,0
24,27,0.0140106755329548,0.118285610034379,0,50.6087392200428,1,-4.4699199903488,0,4.4699199903488,0
1,28,0.155795244699647,0.0974878327637457,0,32.4396563594559,1,9.59400813296794,0,-9.59400813296794,0
19,29,0.0146499768834369,0.151548599686902,0,199.253602107398,1,-9.71322398362933,0,9.71322398362933,0
29,30,0.0013562152018828,0.0037826238255658,0,555.419301040803,1,419.684231314301,0,-419.684231314301,0
21,31,0.0001488482298544,0.0018478221494481,0,2344.15758223416,1,400.910769521987,0,-400.910769521987,0
23,31,2.70458166379695e-07,0.0007752682285689,0,2587.81319552141,1,-776.173273342494,0,776.173273342494,0
5,32,0.0308101342090995,0.0248953600441506,0,1280.8526472463,1,32.4181807947017,0,-32.4181807947017,0
19,32,0.0078728424467776,0.0433504852784414,0,96.800150635224,1,23.1675395098816,0,-23.1675395098816,0
25,33,0.0351768494384326,0.123284022592574,0,118.842325022384,1,-1.71650631411464,0,1.71650631411464,0
25,34,0.156666710338347,0.431570996861359,0,63.069832438712,1,0.851923045190928,0,-0.851923045190928,0
22,35,0.032828939794065,1.37059645278605,0,23.8323033250903,1,0.0,0,0.0,0
31,35,0.0048236388465999,0.0065521315996272,0,707.331858980055,1,-296.936713856161,0,296.936713856161,0
33,35,0.0001117453714755,0.0068312211765124,0,1124.31360452749,1,-366.162412710907,0,366.162412710907,0
34,37,0.0115992713326025,0.120625342566281,0,48.5453563531712,1,-12.4548104122404,0,12.4548104122404,0
18,38,0.004601516135044,0.0010406937044738,0,471.601985484595,1,430.855394359261,0,-430.855394359261,0
32,38,0.0019680412353922,0.0042154333872655,0,4792.04716833143,1,-430.855394359262,0,430.855394359262,0
37,39,0.0133904266638892,0.127798302233668,0,50.1802248329307,1,-14.0910638580372,0,14.0910638580372,0
1,40,3.99497677934923e-05,0.0182287126942069,0,248.484725953188,1,70.0656620750246,0,-70.0656620750246,0
31,40,0.0028297490837813,0.013499474257707,0,254.221815720142,1,-78.3257899643507,0,78.3257899643507,0
33,40,0.0037517912276655,0.0208129123790416,0,1025.5299402997,1,-77.5059711859416,0,77.5059711859416,0
39,40,0.0012564091995978,0.0129511748121574,0,775.733806312332,1,85.7660990752667,0,-85.7660990752667,0
1,42,0.00238119037839,0.0256388341017543,0,108.77285135573,1,-64.3044180187201,0,64.3044180187201,0
41,42,0.0590699938569149,1.16616441654877,0,25.7964805108065,1,-0.334489726603998,0,0.334489726603998,0
34,44,0.0015567518863417,0.0125888815158521,0,229.57896322319,1,-160.154117230278,0,160.154117230278,0
41,44,0.005739689767097,0.0169341508133073,0,223.72703075476,1,160.154117230277,0,-160.154117230277,0
36,45,0.0040452300436154,0.0109406219425136,0,660.794304307499,1,-430.781146322481,0,430.781146322481,0
41,46,0.0081420119350606,0.026370776799325,0,434.394485995777,1,148.74011618593,0,-148.74011618593,0
37,47,0.0516327341681933,0.753893113355305,0,23.8323033250903,1,1.63625344579676,0,-1.63625344579676,0
46,49,0.101561789025095,0.3947364038901,0,3.46799644492554,1,1.83882019725449,0,-1.83882019725449,0
43,50,0.0057072217645343,0.0071949315328105,0,1126.47222786962,1,460.17612987578,0,-460.17612987578,0
46,50,0.0143028573874554,0.0102316547995962,0,408.617981677938,1,-64.6241290159708,0,64.6241290159708,0
43,51,0.0061087211428013,0.0767223445074235,0,203.316886667441,1,-4.96200698563545,0,4.96200698563545,0
48,51,0.0409958587013978,0.167220622673745,0,212.056575843051,1,4.9620069856354,0,-4.9620069856354,0
17,52,0.0188634666432583,0.0862793112716193,0,976.711913351476,1,-25.0024641477406,0,25.0024641477406,0
19,52,9.93416312768017e-05,0.0038705045079552,0,1209.88803878651,1,-477.526138406807,0,477.526138406807,0
49,52,0.0001293913797707,0.0404027476196241,0,109.987642026009,1,-28.3685201039955,0,28.3685201039955,0
50,52,0.0559335621499281,0.212566479336179,0,25.4214388231281,1,1.13326849336277,0,-1.13326849336277,0
47,53,0.0422609440742881,0.155893451035402,0,23.8323033250903,1,1.63625344579679,0,-1.63625344579679,0
2,54,0.0059844148151327,0.0379294200337179,0,2199519.44641299,1,43.4577138695694,0,-43.4577138695694,0
17,54,0.0009482660033981,0.0068642652082157,0,223.836750915326,1,121.584111796728,0,-121.584111796728,0
45,54,0.0011360820529315,0.0026052595796906,0,730.70443484729,1,-430.781146322481,0,430.781146322481,0
46,54,0.0051576873338948,0.0143135105662322,0,279.406060767709,1,179.652928420352,0,-179.652928420352,0
49,54,0.0068846296993484,0.0214391005268129,0,981.486063044109,1,86.0863922358273,0,-86.0863922358273,0
2,55,0.138916046207325,0.751348796910524,0,23.8323033250903,1,0.337732125867052,0,-0.337732125867052,0
5,55,0.0351261666426381,0.0139185335932202,0,1613.99905576092,1,-32.21022871016,0,32.21022871016,0
46,55,0.0083973467871614,0.0369250281185522,0,1164.65427472927,1,31.8724965842931,0,-31.8724965842931,0
4,56,0.0044108536043862,0.0272997435413743,0,544.070955461274,1,140.567258277194,0,-140.567258277194,0
52,56,0.034351914535281,0.0390588380614809,0,183.46625469195,1,59.732441420963,0,-59.732441420963,0
53,56,0.332717688539429,0.684884404293113,0,23.8323033250903,1,1.63625344579679,0,-1.63625344579679,0
4,58,0.0085946275832686,0.0579316175820282,0,268.788277567846,1,-10.0246481813093,0,10.0246481813093,0
