cost_model,startup,shutdown,n_coefficients,coeff_n,coeff1,coeff0
2,0,0,3,0.0046682463901219,50.1791448412102,2853.8596485102
2,0,0,3,0.0037610690024888,26.5333275979906,71.494955545279
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0029790742203433,47.5862786955105,273.763614028403
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0028600252980431,47.0050970708517,3547.92288464052
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0076242962476006,37.0545065408484,508.75032024629
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0066609332840887,32.6592544659836,3151.79112701742
2,0,0,3,0.0063289816493402,37.6285001547128,3187.98990759121
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0032777904051642,25.00014271617,487.140237197819
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0040132236272462,55.7642633076731,2230.49703200409
2,0,0,3,0.0079013557410284,51.6535958720269,2852.97261790292
2,0,0,3,0.0043030648158418,35.9407324166243,174.287750108229
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0052108303903392,34.9529867938315,1950.4602750264
2,0,0,3,0.0052190278973892,25.740537674959,479.650822105557
2,0,0,3,0.0071706266648417,45.9778229713936,130.041008999094
2,0,0,3,0.0067780623609431,42.0253822004133,281.82121535583
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0038993420422621,50.3121486299013,440.488888655064
2,0,0,3,0.0048111751621355,47.82814846482,582.079707402011
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0021027915136462,29.226822112641,373.107775308785
2,0,0,3,0.005086836774082,35.7566561414949,381.879067431704
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0025285840043839,36.4300438315248,3656.85678282449
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0073683427361962,50.586147553055,752.318091369846
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0071026071903937,24.8022409993161,1550.42077020923
2,0,0,3,0.0070874127909807,49.502527830384,2558.58442231564
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0022251392838852,26.9155913245992,2489.00188356129
2,0,0,3,0.0058093544942402,37.3296453781735,369.78034200172
2,0,0,3,0.0045878914950269,55.1659834860528,584.491911216259
2,0,0,3,0.0028399101346983,48.3569520927167,1.41567349432925
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0058429017212885,34.9527487944899,459.021672658565
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0051303652062167,39.7975406916729,3054.30785433956
