cost_model,startup,shutdown,n_coefficients,coeff_n,coeff1,coeff0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0025071506004066,47.6376012212503,1720.49213912118
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0067692376369841,56.2609658470905,516.670881213956
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0044420922760027,33.5003435913484,469.328739029468
2,0,0,3,0.0049793085224919,50.6826231630189,322.167281044217
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0063966695120583,49.4752608952522,2316.6715515809
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0020781480606301,25.4984172563816,1492.33751014538
2,0,0,3,0.0074030762570629,40.6289109156418,112.619372692242
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.005049134785679,31.5766095522319,1104.80307937833
2,0,0,3,0.0031324395028967,53.6338596897656,3429.37826082208
2,0,0,3,0.007712122451566,41.4755751729257,560.137291641096
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0042809716905099,38.7015030019528,540.462516958105
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0039817521407444,41.1548528139425,344.401324174586
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0067517276237351,31.4753383526262,133.56526167031
2,0,0,3,0.0020911737933436,39.0171083475046,481.192679312777
2,0,0,3,0.006453123006768,50.9007106216746,3345.75802449784
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0023343305424065,41.7178992186357,27.1163506937628
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0020835424420082,29.6671833028221,3049.03282534269
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0063904970641057,43.4803292377678,485.083854011969
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0042715648966889,45.8983526488081,338.566044253103
2,0,0,3,0.0035764292649728,52.6387276184903,3742.05531541352
2,0,0,3,0.0027750420672667,46.7815541576208,457.643662024784
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.003935695376137,52.1571198390509,3493.30826444085
2,0,0,3,0.0063611058716361,46.5980796493358,96.5850353524931
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0020803750018291,38.2300008844339,374.499233355854
2,0,0,3,0.004353756704541,41.7661347648885,391.876460044922
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0060664348518782,54.4854165216151,2090.9792411299
2,0,0,3,0.0043884765894921,33.0664389891753,296.076002574907
2,0,0,3,0.0062931191650215,51.2768995842032,305.853816283501
2,0,0,3,0.0063792127251262,24.5456948503108,233.833619572041
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
