bus_number,P_output,Q_output,voltage_mag,gen_status,P_max,P_min
3,1878.7574568237,-164.592643329217,1,1,1612.12478091201,0
4,17.2286076096468,0.302667220357789,1,1,41.0678976566008,0
12,0.0,0.0,1,0,33.3671737642981,0
15,336.711256212622,-176.072007660031,1,1,336.711256212622,0
23,803.18273001315,197.996994788516,1,1,803.18273001315,0
27,153.934540683037,-1.39742558270431,1,1,268.357895576563,0
31,1072.90102869387,-2020.31624855003,1,1,1072.90102869387,0
34,17.4905091410342,761.861272806719,1,1,39.9095464578635,0
35,0.0,0.0,1,0,316.12718938572,0
36,375.447635855266,-211.856158828033,1,1,375.447635855266,0
37,346.659902547542,1651.62154697232,1,1,346.659902547542,0
46,0.0,0.0,1,0,299.234893979573,0
52,0.0,0.0,1,0,807.509557424706,0
56,34.0660602733707,318.678282444361,1,1,213.314029823531,0
68,176.43267967486,44.3219472807273,1,1,244.236944610704,0
74,0.0,0.0,1,0,335.98249081004,0
75,443.967167156648,-10.6387234305374,1,1,443.967167156648,0
80,697.460754522756,-45.8178821605385,1,1,697.460754522756,0
86,36.4378063401763,103.482909320639,1,1,93.4499233658501,0
90,0.0,0.0,1,0,317.855439749435,0
92,21.2229914528692,60.0421690029987,1,1,121.036856313875,0
102,167.842613435781,-33.2701647634428,1,1,195.394456957109,0
106,0.0,0.0,1,0,113.357599953673,0
107,104.254778506726,-33.9886708718943,1,1,104.254778506726,0
111,0.0,0.0,1,0,274.968386398019,0
113,160.841427706678,28.3559290307086,1,1,160.841427706678,0
116,99.246287451227,-34.2345933090062,1,1,99.246287451227,0
