cost_model,startup,shutdown,n_coefficients,coeff_n,coeff1,coeff0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0059745484256463,29.6708433219955,2681.83482443177
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0054442023543086,50.9307904226543,3222.64988370058
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0046698949699689,31.8981904013663,13.3360717164124
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0075350076285747,39.7239526610429,466.4510067924
2,0,0,3,0.0049247789388437,27.9784884962794,169.053422592301
