bus_number,bus_type,P_demand,Q_demand,voltage_mag,voltage_ang
1,1,0.0,0,1,-1.36731315404847
2,1,101.647879880104,0,1,-1.97830993283172
3,2,0.0,0,1,-1.1679433805715
4,1,0.0,0,1,-1.72237093084783
5,1,0.0,0,1,-0.626598613583814
6,1,346.980116494678,0,1,-1.56658824007797
7,2,0.0,0,1,-1.59578915186078
8,2,0.0,0,1,-0.721438335164675
9,2,0.0,0,1,-1.6241834761282
10,2,0.0,0,1,-1.14753278210512
11,1,0.0,0,1,-1.07562974289033
12,2,0.0,0,1,-1.02642662656046
13,1,100.663322057233,0,1,-0.352269124147746
14,1,482.583956615692,0,1,-0.88408497943047
15,1,0.0,0,1,-0.839545943472138
16,2,0.0,0,1,-1.20102613262106
17,1,0.0,0,1,0.303159198639998
18,1,35.1219882506043,0,1,-0.0272125463033002
19,1,0.0,0,1,-0.427088456370563
20,3,0.0,0,1,0.0
21,1,0.0,0,1,0.951661524633544
22,2,0.0,0,1,-0.844915736872334
23,2,0.0,0,1,0.481734591689461
24,1,22.9292086915247,0,1,-0.336039459505093
25,2,0.0,0,1,0.590242833745164
26,1,0.0,0,1,1.78294272442216
27,1,52.2546499751953,0,1,0.525983612633471
28,2,0.0,0,1,4.05193696638552
29,1,168.152693437068,0,1,-0.813275290028551
30,2,0.0,0,1,1.30512016720874
31,1,0.0,0,1,-0.73443428560045
32,1,0.0,0,1,0.964197927719624
33,1,168.585597346504,0,1,-0.678252142473637
34,1,151.377667296716,0,1,-1.98184305742092
35,1,57.6105282454721,0,1,0.470702057732478
36,2,0.0,0,1,-0.902800978866873
37,1,0.0,0,1,-0.451113562739618
38,2,0.0,0,1,-0.912693144089731
39,2,0.0,0,1,-0.139602914464019
40,2,0.0,0,1,-0.504559686998739
41,2,0.0,0,1,0.624485067926788
42,1,222.10726816959,0,1,1.50401723996063
43,2,0.0,0,1,0.528632337821719
44,1,0.0,0,1,-0.630163665655504
45,1,186.983072559884,0,1,-0.77228099119604
46,1,56.3813636992197,0,1,-1.04209070816453
47,2,0.0,0,1,1.92012964838251
48,2,0.0,0,1,-0.851490361905916
49,1,0.0,0,1,-0.677989516347249
50,1,0.0,0,1,-1.02942696121319
51,1,0.0,0,1,-0.707388409406575
52,2,0.0,0,1,-0.291739732670507
53,2,0.0,0,1,0.435395399042355
54,1,0.0,0,1,-1.18488405428786
55,1,72.3879344003641,0,1,-1.87446794923275
56,1,528.543346362754,0,1,-2.06240660114665
57,2,0.0,0,1,-1.00744613182187
