bus_number,P_output,Q_output,voltage_mag,gen_status,P_max,P_min
1,37.2742081785456,0,1,1,37.2742081785459,0
3,721.249739487192,0,1,1,1276.09821155465,0
9,36.1090300160318,0,1,1,36.1090300160322,0
13,584.656170443249,0,1,1,584.656170443249,0
17,0.0,0,1,0,266.795312743859,0
21,816.617455935873,0,1,1,816.617455935873,0
28,0.0,0,1,0,326.02205967945,0
31,86.8585414087046,0,1,1,86.8585414087047,0
33,22.5792629129941,0,1,1,22.5792629129943,0
39,156.311847008197,0,1,1,156.311847008197,0
46,0.0,0,1,0,84.6586343702393,0
50,244.242086097317,0,1,1,519.984761177501,0
54,48.4122519944977,0,1,1,48.4122519950215,0
