cost_model,startup,shutdown,n_coefficients,coeff_n,coeff1,coeff0
2,0,0,3,0.0060669651271402,38.4285963030015,1377.50357103314
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0068429750809241,52.9785792886575,433.59648142473
2,0,0,3,0.003614020619937,52.763078940305,409.595010921135
2,0,0,3,0.0022692647665381,31.2764543475434,260.856104839089
2,0,0,3,0.0035876467144959,31.8886355582388,3139.21571789529
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0020456141109961,51.4561579987913,56.0204532109156
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
