bus_number,P_output,Q_output,voltage_mag,gen_status,P_max,P_min
3,185.911184099403,0,1,1,335.554543640062,0
4,458.535654437448,0,1,1,614.509347841594,0
15,478.172719080286,0,1,1,478.172719080286,0
17,271.41821725106,0,1,1,302.572815383109,0
22,491.199748204479,0,1,1,491.199748204479,0
24,0.0,0,1,0,470.468994346161,0
35,0.0,0,1,0,434.344445981098,0
38,0.0,0,1,0,473.265033901357,0
45,199.791840845912,0,1,1,199.791840845912,0
46,214.045460486285,0,1,1,214.045460486285,0
47,16.9508593340513,0,1,1,16.9508593340514,0
51,190.047387905198,0,1,1,190.047387905198,0
56,3.16617086249847e-13,0,1,1,41.4545504747283,0
