bus_number,P_output,Q_output,voltage_mag,gen_status,P_max,P_min
5,0.0,0,1,0,72.9179293158723,0
10,884.409957146514,0,1,1,993.807604493925,0
11,347.095909783225,0,1,1,348.345962790609,0
12,123.259541193566,0,1,1,123.259541213248,0
18,9.13360065135002e-08,0,1,1,186.55214557274,0
26,98.2434899556229,0,1,1,233.880361344431,0
28,0.0,0,1,0,323.343465284539,0
38,0.0,0,1,0,418.504579015291,0
42,95.392117876068,0,1,1,95.3921178959874,0
43,78.84188228189,0,1,1,78.8418823055915,0
44,964.71104700953,0,1,1,964.711047042307,0
45,0.0,0,1,0,260.464462353161,0
56,162.356648144849,0,1,1,162.356648796618,0
