bus_number,bus_type,P_demand,Q_demand,voltage_mag,voltage_ang
1,1,0.0,0,1,-1.5156056078786
2,3,0.0,0,1,0.0
3,1,0.0,0,1,-3.01293887671125
4,1,36.9364235602104,0,1,-2.22338470720063
5,1,0.0,0,1,-0.733534554148375
6,2,0.0,0,1,0.409880771557498
7,1,0.0,0,1,-1.6231799593278
8,1,181.481621070538,0,1,-0.469503304191317
9,2,0.0,0,1,-0.983011742269195
10,1,0.0,0,1,-0.502071624743195
11,1,0.0,0,1,-0.304670864810287
12,1,0.0,0,1,-3.30528926415555
13,1,0.0,0,1,-2.22274202918615
14,1,0.0,0,1,-1.4991589645681
15,1,0.0,0,1,0.0528060749014392
16,1,22.896089087424,0,1,-4.20557614712691
17,1,187.533038375097,0,1,-0.917022454602063
18,2,0.0,0,1,-1.16302142163231
19,1,0.0,0,1,-2.25106969329346
20,1,649.712759713645,0,1,-2.26012189204848
21,1,205.569178504394,0,1,-2.83188523594922
22,1,54.4014659081943,0,1,-1.53396588093856
23,1,0.0,0,1,-1.93191579485489
24,1,379.186060159156,0,1,-1.82814751134994
25,1,0.0,0,1,-1.47046591862673
26,2,0.0,0,1,-1.33227462999089
27,1,0.0,0,1,-1.98901572164831
28,1,0.0,0,1,-1.581246236689
29,2,0.0,0,1,0.14385017908562
30,2,0.0,0,1,-0.76165951539296
31,1,0.0,0,1,-1.38369150040575
32,2,0.0,0,1,0.729850898193472
33,2,0.0,0,1,-0.831989904755107
34,2,0.0,0,1,-1.02839876777497
35,1,144.04326777973,0,1,-2.10543154277542
36,1,0.0,0,1,-1.32224110834171
37,1,0.0,0,1,-0.39714936070477
38,1,0.0,0,1,-0.245126270598239
39,1,0.0,0,1,-0.579170510467706
40,2,0.0,0,1,-2.35072012654185
41,1,0.0,0,1,-2.38550212981188
42,2,0.0,0,1,1.07023784164397
43,1,0.0,0,1,-1.60286851429263
44,1,308.475831367882,0,1,-3.07800706624048
45,2,0.0,0,1,-1.44231932345465
46,1,70.8450917138393,0,1,-1.4676953131412
47,1,0.0,0,1,-1.63477553180576
48,1,0.0,0,1,-1.88197180722396
49,1,117.85975001768,0,1,-2.50005013005921
50,1,0.0,0,1,-1.64802436821236
51,2,0.0,0,1,-1.01795931891224
52,1,274.204575434074,0,1,-2.44355072712523
53,1,0.0,0,1,-1.07010026417703
54,2,0.0,0,1,-0.616510730217236
55,1,0.0,0,1,-1.45943924603957
56,1,121.165440790739,0,1,-1.01795931891224
57,2,0.0,0,1,-0.245422078398521
