bus_number,P_output,Q_output,voltage_mag,gen_status,P_max,P_min
3,27.1517568198085,0,1,1,27.1517568198092,0
4,115.558600710644,0,1,1,115.558600710644,0
9,56.1832827147283,0,1,1,56.1832827147285,0
12,1158.91632449921,0,1,1,1158.91632449921,0
18,82.4396440833523,0,1,1,82.4396440833528,0
23,787.526071782411,0,1,1,1086.36960253048,0
26,0.0,0,1,0,448.722622091916,0
28,38.5817241550651,0,1,1,132.142873399581,0
30,0.0,0,1,0,243.319095498562,0
33,108.962062951289,0,1,1,179.038232292201,0
36,11.196271634038,0,1,1,11.1962716340384,0
37,150.792347847331,0,1,1,215.948902433116,0
38,2.6655931484267998e-12,0,1,1,13.5167665633369,0
42,0.0,0,1,0,274.871265868621,0
43,203.322690490793,0,1,1,203.322690490794,0
51,13.6798157939279,0,1,1,13.6798157939283,0
