bus_number,P_output,Q_output,voltage_mag,gen_status,P_max,P_min
3,0.0,0,1,0,386.063215579843,0
11,68.6464879495064,0,1,1,68.6464879495065,0
13,549.440040770745,0,1,1,641.076092913587,0
15,492.023509512289,0,1,1,492.023509512289,0
19,0.0,0,1,0,238.448096559395,0
20,715.327642830331,0,1,1,762.977900957925,0
24,0.0,0,1,0,201.385926675107,0
25,0.0,0,1,0,155.900032547873,0
28,621.728486158468,0,1,1,621.728486158468,0
31,0.0,0,1,0,73.0356338189926,0
37,133.249934494756,0,1,1,133.249934494757,0
38,6.70487711066397e-07,0,1,1,282.576162340167,0
43,50.3181168029327,0,1,1,50.3181168029329,0
48,79.6073268468196,0,1,1,79.6073268468198,0
50,43.9690474462707,0,1,1,75.3408242666604,0
