cost_model,startup,shutdown,n_coefficients,coeff_n,coeff1,coeff0
2,0,0,3,0.0062942262604494,30.7878861568978,1339.62364103881
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0022101484103821,44.421921402226,512.387958820978
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0057602644762178,23.8021898430573,2769.84934207046
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0079341707344095,40.4865968145904,349.679964264681
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0031039669711857,52.5545325255371,578.991586997383
