bus_number,P_output,Q_output,voltage_mag,gen_status,P_max,P_min
8,105.024640490631,0,1,1,105.024640490631,0
9,1863.05724409546,0,1,1,1884.39712851622,0
11,0.0,0,1,0,937.126599665274,0
13,593.693999115615,0,1,1,593.693999115615,0
25,520.946012258585,0,1,1,520.946012258585,0
26,0.0,0,1,0,405.977306855984,0
30,122.859474882938,0,1,1,587.307613122008,0
33,82.3180365868667,0,1,1,82.3180365868667,0
36,245.313226505725,0,1,1,245.313226505725,0
40,16.9999261697811,0,1,1,16.9999261697811,0
44,319.94700675892,0,1,1,319.94700675892,0
47,279.050663008637,0,1,1,279.050663008637,0
48,229.379354896477,0,1,1,529.785672786148,0
49,166.915873926151,0,1,1,166.915873926151,0
53,127.387828522231,0,1,1,171.657987297632,0
54,232.533687548599,0,1,1,232.533687548599,0
56,58.6424606311388,0,1,1,58.6424606311389,0
61,497.626758355056,0,1,1,497.626758355056,0
70,137.924491243464,0,1,1,137.924491243464,0
81,20.3820918872703,0,1,1,20.3820918872703,0
85,2.7377424092599303e-15,0,1,1,66.832062650708,0
90,0.0,0,1,0,632.851795866157,0
93,0.0,0,1,0,278.887293925802,0
94,333.06157639125,0,1,1,892.783705838218,0
95,305.560774458582,0,1,1,305.560774458583,0
96,8.98099783946776,0,1,1,8.98099783946777,0
101,397.197596888169,0,1,1,397.197596888169,0
