bus_number,bus_type,P_demand,Q_demand,voltage_mag,voltage_ang
1,1,0.0,0,1,-3.08306607746486
2,2,0.0,0,1,-2.26177155699572
3,1,0.0,0,1,-3.75180032351236
4,1,0.0,0,1,-3.1220471351887
5,1,120.45012261706,0,1,-3.09257959749078
6,2,0.0,0,1,-1.98485370202326
7,1,0.0,0,1,-1.75410274808318
8,1,474.904701810308,0,1,-4.06568206737486
9,2,0.0,0,1,-2.94524276719302
10,2,0.0,0,1,-2.2747980047519
11,1,0.0,0,1,-2.70967072533469
12,2,0.0,0,1,-2.55494154562378
13,1,398.06134646422,0,1,-2.63932098470769
14,3,0.0,0,1,0.0
15,1,0.0,0,1,-4.35801240764842
16,1,0.0,0,1,-2.4154509627262
17,2,0.0,0,1,-3.56793813115404
18,1,0.0,0,1,-2.48350147900635
19,1,0.0,0,1,-2.95188131967229
20,1,97.6035046919074,0,1,-2.37363830053591
21,1,290.76673287553,0,1,-2.9140895093925
22,1,150.868838241445,0,1,-4.79764108542043
23,1,0.0,0,1,-3.05426668818628
24,1,0.0,0,1,-3.66307318963404
25,1,202.922036774584,0,1,-3.86368169587783
26,1,0.0,0,1,-3.93602556499073
27,2,0.0,0,1,-4.91474603627611
28,1,0.0,0,1,-1.95396428168943
29,1,0.0,0,1,-2.47259354886043
30,1,667.267292649876,0,1,-2.82575129066457
31,1,0.0,0,1,-4.19776286580397
32,2,0.0,0,1,-2.92445190694899
33,1,0.0,0,1,-3.03182958550301
34,1,105.00838269709,0,1,-5.45803887089906
35,1,0.0,0,1,-1.24404399681066
36,1,0.0,0,1,-2.81822996682929
37,2,0.0,0,1,-1.03543150667751
38,1,26.7653330043857,0,1,-1.61023968088755
39,2,0.0,0,1,-1.86701859773862
40,1,433.390055161936,0,1,-1.57304206023923
41,1,0.0,0,1,-2.12922958414575
42,1,47.6771153623963,0,1,-3.43022659483128
43,2,0.0,0,1,-1.20685244275991
44,1,0.0,0,1,-3.06935811736572
45,1,491.752457508629,0,1,-3.4997668716439
46,1,0.0,0,1,-3.07461077471685
47,1,0.0,0,1,-1.54989889873572
48,1,0.0,0,1,-2.17637285439568
49,1,0.0,0,1,-4.36192799878975
50,1,0.0,0,1,-1.84917458098762
51,2,0.0,0,1,-3.64292772217958
52,1,0.0,0,1,-4.72121103581681
53,1,142.39310516117,0,1,-4.23298324017005
54,2,0.0,0,1,-2.56695797477128
55,1,0.0,0,1,-3.15183327105859
56,1,0.0,0,1,-3.31862070977842
57,1,0.0,0,1,-2.53941333030931
58,1,64.2723592916964,0,1,-5.4878086126373
59,1,419.381278215676,0,1,-3.8326184914739
60,1,344.415986345543,0,1,-1.78474770547441
61,1,0.0,0,1,-5.88124739273706
62,1,268.402275593665,0,1,-0.965339985043479
63,1,0.0,0,1,-4.67592038830173
64,1,0.0,0,1,-1.76331565433995
65,1,365.056888752732,0,1,-5.89553409257574
66,1,0.0,0,1,-2.73881842472573
67,2,0.0,0,1,-2.09177157285974
68,1,0.0,0,1,-1.99436951786733
69,2,0.0,0,1,-0.106402027113913
70,1,0.0,0,1,-3.76239330020291
71,1,0.0,0,1,-3.52757547839878
72,1,0.0,0,1,-2.09584461800704
73,1,165.245674475078,0,1,-5.01533874175474
74,1,0.0,0,1,-5.31480600625008
75,1,0.0,0,1,-2.96287780723249
76,2,0.0,0,1,-1.91652425745455
77,1,0.0,0,1,-3.74795181621678
78,1,0.0,0,1,-2.59836380176712
79,1,0.0,0,1,-3.10034495945541
80,1,0.0,0,1,-2.9527341113395
81,1,0.0,0,1,-2.26684600232826
82,1,65.5382305082007,0,1,-3.10072575818596
83,1,0.0,0,1,-2.49660109981627
84,1,0.0,0,1,-2.48703282542379
85,1,94.2330951343023,0,1,-2.14288274456489
86,2,0.0,0,1,-1.52215889919888
87,1,0.0,0,1,-1.35984080882329
88,1,216.125204967389,0,1,-2.44921539759015
89,2,0.0,0,1,-0.768611848435663
90,2,0.0,0,1,-1.21783873539416
91,1,0.0,0,1,-2.57156683718761
92,2,0.0,0,1,-2.40579946292216
93,1,0.0,0,1,-1.47216266082117
94,2,0.0,0,1,-1.30971182656275
95,1,0.0,0,1,-1.81599966664526
96,1,0.0,0,1,-1.68930619096991
97,1,0.0,0,1,-2.51018834285418
98,1,0.0,0,1,-2.09640575949443
99,1,0.0,0,1,-2.54108227604876
100,1,0.0,0,1,-2.2969637722447
101,1,0.0,0,1,-2.2723848330178
102,1,265.478049251683,0,1,-2.6629021386226
103,1,0.0,0,1,0.523850175729729
104,1,0.0,0,1,-1.37452367584413
105,1,0.0,0,1,-1.39289708142434
106,2,0.0,0,1,-1.37452367584413
107,2,0.0,0,1,-1.50602874180222
108,1,0.0,0,1,-3.39366882507302
109,2,0.0,0,1,-1.24399843227169
110,1,0.0,0,1,0.66974379054287
111,1,52.9702254876804,0,1,-1.77064090398183
112,1,0.0,0,1,-3.06421415824308
113,2,0.0,0,1,3.12733581711963
114,1,0.0,0,1,-0.0502633243800534
115,1,0.0,0,1,-0.537545857293523
116,1,181.081687930735,0,1,-2.6440922997421
117,2,0.0,0,1,-0.764366029413497
118,1,0.0,0,1,-5.46140043282352
