bus_number,P_output,Q_output,voltage_mag,gen_status,P_max,P_min
4,151.628357252373,0,1,1,151.628357252373,0
10,854.185595045357,0,1,1,1013.92871217152,0
24,931.09384276053,0,1,1,931.09384276053,0
26,0.0,0,1,0,629.478484664112,0
28,179.852354256452,0,1,1,179.852354256452,0
35,0.0,0,1,0,606.920016468696,0
36,0.0,0,1,0,583.81967357669,0
43,146.348981174204,0,1,1,146.348981174204,0
46,638.81705302211,0,1,1,869.619189920444,0
47,416.860522589081,0,1,1,416.860522589081,0
48,0.0,0,1,0,269.731197378696,0
53,217.142797696458,0,1,1,300.253117501953,0
55,104.486876476669,0,1,1,104.486876476669,0
62,913.898648010131,0,1,1,913.898648010131,0
63,165.592977873814,0,1,1,165.592977873814,0
70,118.947997795259,0,1,1,118.947997795259,0
75,0.0,0,1,0,80.9270971279711,0
83,0.0,0,1,0,567.656291468445,0
89,416.536040389965,0,1,1,416.536040389965,0
93,747.890689571728,0,1,1,747.890689571728,0
94,288.541522403852,0,1,1,288.541522403852,0
96,0.0,0,1,0,555.158841746905,0
107,8.42051382036606,0,1,1,129.170448853085,0
115,364.558952322674,0,1,1,443.560345339227,0
