bus_number,P_output,Q_output,voltage_mag,gen_status,P_max,P_min
2,38.6621468924968,0,1,1,38.6621468924909,0
7,392.411857346068,0,1,1,392.411857346068,0
17,140.355319776602,0,1,1,140.355319776591,0
25,31.9136064759118,0,1,1,31.9136064759228,0
28,1588.33762724121,0,1,1,1768.15766790374,0
31,942.192909922552,0,1,1,942.192909922579,0
36,132.834052342856,0,1,1,132.834052342854,0
38,0.0,0,1,0,128.952499551085,0
40,0.0,0,1,0,107.240189135836,0
44,0.0,0,1,0,413.224628396427,0
46,0.0,0,1,0,757.924853811371,0
49,816.826446321992,0,1,1,816.826446321994,0
51,899.533305577834,0,1,1,899.53330557785,0
55,60.3271030368377,0,1,1,60.3271030368317,0
59,66.6690219496626,0,1,1,159.63891069956,0
64,165.340446997785,0,1,1,165.34044699778,0
65,0.0,0,1,0,412.077585848366,0
68,0.0,0,1,0,434.502636112857,0
72,11.9639992712497,0,1,1,11.9639992712733,0
79,219.632388951975,0,1,1,316.306253011052,0
80,59.514196189791,0,1,1,59.5141961898203,0
83,0.0,0,1,0,462.048875757565,0
85,0.0,0,1,0,297.440576209919,0
89,0.0,0,1,0,446.654521155724,0
98,12.3467822144144,0,1,1,12.3467822144027,0
101,45.882411090817,0,1,1,45.8824110908046,0
111,131.885604963392,0,1,1,131.885604963377,0
114,153.870946083323,0,1,1,543.813187084795,0
118,501.929653672843,0,1,1,501.929653672871,0
