bus_number,bus_type,P_demand,Q_demand,voltage_mag,voltage_ang
1,1,564.533183127893,0,1,-2.0813644035668
2,2,0.0,0,1,-0.381123377969139
3,1,0.0,0,1,-3.30755360564146
4,1,0.0,0,1,-1.21652384500554
5,2,0.0,0,1,-0.571555570253123
6,1,0.0,0,1,-2.33214441814779
7,1,151.762491550173,0,1,-4.54552778463734
8,1,0.0,0,1,-1.56716139385177
9,1,0.0,0,1,1.58387550144872
10,1,0.0,0,1,-3.06894262553816
11,1,47.0545645518589,0,1,-0.371477302054547
12,1,0.0,0,1,0.0832035664908387
13,1,0.0,0,1,-3.06227246310286
14,1,145.916948823563,0,1,2.45511964542658
15,1,116.273428757988,0,1,-4.06329025240041
16,1,0.0,0,1,-1.70877667232934
17,3,0.0,0,1,0.0
18,1,0.0,0,1,2.01901091189306
19,1,272.848792487598,0,1,-1.22906854500105
20,1,0.0,0,1,-0.368811919336887
21,1,0.0,0,1,2.11674753538474
22,1,679.018168366676,0,1,-1.15073835342894
23,1,0.0,0,1,-0.699729598668981
24,2,0.0,0,1,2.95437936760727
25,1,614.307146948722,0,1,-0.939441521279215
26,1,0.0,0,1,0.0566464661005669
27,1,0.0,0,1,-2.66654375979275
28,1,0.0,0,1,-0.754690624284452
29,2,0.0,0,1,-4.16899091789659
30,2,0.0,0,1,0.129832248241585
31,1,0.0,0,1,-1.707654687924
32,1,0.0,0,1,-1.296431171319
33,1,0.0,0,1,-1.707654687924
34,1,482.251836604861,0,1,-3.29806552221179
35,1,0.0,0,1,-4.80678241234036
36,2,0.0,0,1,-1.98901459899381
37,1,49.6290610589826,0,1,-2.12322477813127
38,2,0.0,0,1,-3.30429701655762
39,1,518.842258054236,0,1,-5.51264633854753
40,2,0.0,0,1,-4.77153748625947
41,1,0.0,0,1,-1.707654687924
42,1,457.554400565879,0,1,-5.40486224096468
43,1,0.0,0,1,-3.78277651592123
44,1,0.0,0,1,-0.893946134190836
45,1,343.072893565395,0,1,-5.07081932308171
46,2,0.0,0,1,-4.43485368863961
47,2,0.0,0,1,-3.37518217511431
48,1,3.91046172738752,0,1,-4.12665514876233
49,2,0.0,0,1,-1.61063144413743
50,1,0.0,0,1,-1.40994705806733
51,2,0.0,0,1,-4.13467104910944
52,1,0.0,0,1,-3.3545310229043
53,1,0.0,0,1,-1.13457457051385
54,1,0.0,0,1,-1.61063144413743
55,1,79.2683808032262,0,1,-0.813227859127043
56,1,0.0,0,1,-2.22151389163187
57,1,0.0,0,1,-3.22749149407082
58,1,0.0,0,1,-2.18022162225597
59,1,0.0,0,1,0.943266439903917
60,2,0.0,0,1,2.16892403829065
61,1,0.0,0,1,-0.104713810648177
62,1,0.0,0,1,-0.174108372350595
63,1,0.0,0,1,-0.0827481852670007
64,1,0.0,0,1,1.0486942571039
65,2,0.0,0,1,0.631628881626962
66,1,243.64513513773,0,1,-1.19035987382189
67,1,0.0,0,1,-0.0939483416938605
68,1,0.0,0,1,0.006255715607299
69,1,84.0715335239974,0,1,-1.36724364469804
70,1,0.0,0,1,0.504289399870108
71,1,0.0,0,1,0.0248766730552116
72,1,0.0,0,1,-3.20899803894653
73,1,0.0,0,1,-1.49523646143187
74,1,283.093757281912,0,1,-1.64093570312723
75,2,0.0,0,1,1.14784183124719
76,1,0.0,0,1,-1.15202877057508
77,1,0.0,0,1,-0.999960827622643
78,1,0.0,0,1,-1.86322710799089
79,2,0.0,0,1,1.99837418739849
80,1,0.0,0,1,-1.05845309095059
81,1,0.0,0,1,-0.340459822330399
82,1,0.0,0,1,-0.906638318216041
83,1,0.0,0,1,-1.44620677890001
84,1,72.6028556064384,0,1,-3.09694510204815
85,2,0.0,0,1,-1.15828137813172
86,1,195.395191489722,0,1,-2.26335425962942
87,1,0.0,0,1,3.08459624411329
88,1,49.5251252152199,0,1,-2.32759963972625
89,1,26.6712730762048,0,1,0.92259139813456
90,2,0.0,0,1,-0.127542877739512
91,1,0.0,0,1,0.112735809498357
92,1,335.040901058717,0,1,-1.86471846890882
93,1,0.0,0,1,-2.0008477661346
94,1,0.0,0,1,2.12569561375958
95,1,0.0,0,1,-0.735641999434514
96,1,0.0,0,1,2.34571759156042
97,2,0.0,0,1,3.65240305405213
98,2,0.0,0,1,-1.2344104977836
99,1,0.0,0,1,3.080152258408
100,2,0.0,0,1,1.05454947121341
101,2,0.0,0,1,1.23938916019808
102,2,0.0,0,1,0.0890841696362598
103,1,0.0,0,1,-0.77958118518402
104,1,59.2325135604,0,1,1.77914319735758
105,1,28.3785471785668,0,1,0.301290064232857
106,2,0.0,0,1,4.05718908391581
107,1,0.0,0,1,0.875054256989896
108,1,0.0,0,1,-1.06236700482758
109,2,0.0,0,1,3.30666566611483
110,1,0.0,0,1,0.0675397177618436
111,1,0.0,0,1,1.34184593549578
112,1,0.0,0,1,1.0647436992329
113,1,0.0,0,1,3.54543363902075
114,1,0.0,0,1,0.631628881626962
115,1,0.0,0,1,-0.350393752496264
116,1,161.493247186836,0,1,-1.6674746385409
117,1,0.0,0,1,-0.822735610430072
118,2,0.0,0,1,-0.512870107216553
