bus_number,P_output,Q_output,voltage_mag,gen_status,P_max,P_min
5,0.0,0,1,0,577.372356569258,0
9,134.142615256564,0,1,1,134.142615256594,0
23,0.0,0,1,0,611.370403547207,0
25,0.0,0,1,0,301.509908339152,0
31,8.30042839463982,0,1,1,8.30042839470762,0
34,2.9902645958913003e-10,0,1,1,64.1240697515581,0
39,329.251983760672,0,1,1,538.205340759974,0
41,0.0,0,1,0,324.992692308059,0
42,0.0,0,1,0,284.435206940183,0
43,102.452133672527,0,1,1,102.452133672547,0
45,1281.7999446956,0,1,1,1371.87950975312,0
56,63.7559187079219,0,1,1,63.7559187079491,0
59,0.0,0,1,0,206.688984709388,0
63,1106.04150345132,0,1,1,1106.04150347091,0
64,61.4319364972277,0,1,1,61.4319364972353,0
73,489.159741126824,0,1,1,489.159741126837,0
76,819.614288852865,0,1,1,819.614288852906,0
78,0.0,0,1,0,208.509706999804,0
87,204.781858296884,0,1,1,204.781858296912,0
89,106.823036771415,0,1,1,214.384040415199,0
91,0.0,0,1,0,345.781284353664,0
96,101.62614140827,0,1,1,188.980704196511,0
100,934.06767190829,0,1,1,934.067671908322,0
101,44.1116935310999,0,1,1,44.1116935311375,0
105,0.0,0,1,0,777.4983010144,0
113,595.9646474796,0,1,1,595.964647479632,0
115,7.1180798821528e-11,0,1,1,52.3452799186361,0
