cost_model,startup,shutdown,n_coefficients,coeff_n,coeff1,coeff0
2,0,0,3,0.005574559057503,38.6538427034612,2344.427901676
2,0,0,3,0.0034300561431404,50.7428828046741,171.413451160347
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0062322401127109,23.8420727943491,1412.35949428617
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0069983294056083,50.3544202014857,1231.51562445608
2,0,0,3,0.0050301731117766,23.3727353217197,1910.98390146907
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0068932882738238,43.1444809823794,621.164413508739
2,0,0,3,0.006929492801067,51.806722653585,1236.41184947956
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0073125972317653,45.4015647189367,445.533269261865
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0059962549565729,49.4773683620417,159.161193892483
2,0,0,3,0.0071126785312123,54.4975119408127,43.4933516543944
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
