cost_model,startup,shutdown,n_coefficients,coeff_n,coeff1,coeff0
2,0,0,3,0.0022190535581209,43.5683972609243,244.835555380595
2,0,0,3,0.0033340026511033,28.855282802649,403.389596965808
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0053936853278782,28.9280458597023,229.579014532854
2,0,0,3,0.0077221619971381,55.4149697703653,1704.24092675426
2,0,0,3,0.0052537900105872,40.9311193836079,542.285199807143
2,0,0,3,0.002334457165741,26.3636629638367,1504.73209322421
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0071668356493105,33.3389603722076,3842.33920580617
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0062006643023716,29.4911162370532,162.528684425787
2,0,0,3,0.0034348468084927,49.6989555612053,3138.50816041422
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0042452220003299,27.2407176890705,348.624550473545
2,0,0,3,0.0041905793584445,39.2415272117824,177.322423631579
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0073786527359413,23.3220805575829,2068.36974436859
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0039187849425815,52.6097170912353,303.800380581293
