bus_number,P_output,Q_output,voltage_mag,gen_status,P_max,P_min
2,375.83546080641,0,1,1,375.835460808588,0
3,1003.65113515904,0,1,1,1143.42910096669,0
7,87.6742613699003,0,1,1,87.6742613800518,0
11,0.0,0,1,0,658.599337657221,0
16,167.450889242259,0,1,1,167.450889244024,0
18,191.553049404673,0,1,1,191.553049410352,0
21,0.0,0,1,0,600.989723086509,0
22,0.0,0,1,0,529.544698368849,0
30,0.0,0,1,0,400.244978127198,0
36,1013.16468721367,0,1,1,1013.16468732918,0
37,0.0,0,1,0,403.621266247654,0
45,35.3042161201081,0,1,1,35.3042161507059,0
61,947.06510943494,0,1,1,947.065109439388,0
63,208.50053896399,0,1,1,208.500538979676,0
64,32.9126332562311,0,1,1,32.9126332603883,0
71,231.482229088351,0,1,1,231.482229090738,0
73,762.000083854085,0,1,1,762.000083860036,0
80,55.9575936433767,0,1,1,55.9575936476675,0
85,774.391397544029,0,1,1,774.391397547291,0
88,176.636230798635,0,1,1,176.6362308023,0
91,68.5739801760569,0,1,1,68.5739801794552,0
94,0.0,0,1,0,398.327520990947,0
96,0.0,0,1,0,653.919733110628,0
99,19.5042380487166,0,1,1,19.504238052707,0
107,0.908699255648241,0,1,1,0.908699259752891,0
114,488.833254184425,0,1,1,670.906534874905,0
115,23.404034893449,0,1,1,23.4040348989023,0
