cost_model,startup,shutdown,n_coefficients,coeff_n,coeff1,coeff0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0077238733830466,24.6732585461033,585.35978771876
2,0,0,3,0.0070035651123635,42.9457522446513,2840.65008725652
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0072131998214004,30.6689343360494,241.837162155282
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0068031966949093,29.8060383499269,378.888485406968
2,0,0,3,0.0048418096580032,28.4475457874898,1807.2467027817
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0061524109676947,28.166770197099,312.769994877035
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.004846407686671,57.0098705381035,57.2613483895309
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0034850929924628,42.4758209820994,57.0208316552094
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0078506247611866,24.5098651038358,328.614127435211
2,0,0,3,0.0030864621786457,54.2132070443479,3080.42314334452
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0058925965683686,40.32757924181,3428.69579424076
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0077300788561141,30.9350096273449,250.075032906336
2,0,0,3,0.0028629727951236,50.9314034873615,400.560031855377
2,0,0,3,0.0057444523474566,23.6737280748277,387.538247127592
2,0,0,3,0.0029453545592616,28.887239442852,131.735765361062
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0022266899092432,46.6442676906056,6.37333916703424
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
