bus_number,P_output,Q_output,voltage_mag,gen_status,P_max,P_min
7,944.726479021479,0,1,1,1072.87190123857,0
10,0.0,0,1,0,237.475213096047,0
13,0.0,0,1,0,40.353746431263,0
22,80.6361549668892,0,1,1,80.6361549668928,0
24,786.43894289449,0,1,1,786.438942894555,0
28,5.996840972848939e-11,0,1,1,388.211565800102,0
29,31.6954320473278,0,1,1,31.6954320473316,0
32,770.387016971926,0,1,1,770.387016971937,0
37,0.0,0,1,0,201.137531041475,0
39,2.0290731056699101e-10,0,1,1,16.3464039834996,0
42,120.653818850325,0,1,1,120.653818850329,0
44,709.499869988745,0,1,1,709.499869988748,0
45,694.393053039386,0,1,1,694.393053039389,0
46,0.0,0,1,0,205.917635277126,0
49,176.785084350484,0,1,1,176.785084350516,0
55,73.8423610166443,0,1,1,73.8423610166479,0
56,0.0,0,1,0,391.077105280041,0
59,768.520361023039,0,1,1,768.520361023043,0
63,8.24901284467035,0,1,1,8.24901284467374,0
65,414.937253985635,0,1,1,720.452895304589,0
70,0.0001040517865171,0,1,1,57.0928815685626,0
73,0.0,0,1,0,460.059148333311,0
85,0.0,0,1,0,405.454505544408,0
86,0.0,0,1,0,538.35703898859,0
87,79.9276605953841,0,1,1,79.9276605953879,0
88,0.0,0,1,0,200.022787450284,0
89,126.185948587495,0,1,1,126.185948587509,0
97,5.43529332601615e-11,0,1,1,29.2251217927488,0
101,0.0,0,1,0,213.806357467574,0
105,59.7065689271225,0,1,1,59.706568927126,0
106,0.0,0,1,0,307.936166463221,0
110,0.0,0,1,0,259.996229501785,0
113,161.120539147684,0,1,1,161.120539147687,0
