bus_number,P_output,Q_output,voltage_mag,gen_status,P_max,P_min
3,0.0,0,1,0,414.875964018494,0
4,50.7165211736122,0,1,1,50.7165211736122,0
6,0.0,0,1,0,204.522604742466,0
13,1472.56762045686,0,1,1,1472.56762045686,0
22,822.550643574937,0,1,1,1273.93407015912,0
26,0.0,0,1,0,138.320649569194,0
31,1144.74577682726,0,1,1,1144.74577682726,0
34,0.0,0,1,0,264.591712538383,0
36,100.684975940304,0,1,1,100.684975940304,0
38,1110.60162122948,0,1,1,1110.60162122948,0
43,643.748092214052,0,1,1,889.085803121136,0
45,0.0,0,1,0,41.9819024478852,0
48,0.0,0,1,0,445.702528843636,0
51,72.5413480300224,0,1,1,72.5413480300224,0
53,322.921361980128,0,1,1,322.921361980128,0
55,0.0,0,1,0,210.747809152002,0
66,232.100731323915,0,1,1,232.100731323915,0
67,91.8204288741804,0,1,1,91.8204288741804,0
68,21.5536708774035,0,1,1,21.5536708774035,0
69,177.908899116365,0,1,1,177.908899116365,0
76,0.0,0,1,0,399.178223953676,0
83,0.0,0,1,0,586.281767116118,0
88,0.0,0,1,0,466.621691354721,0
93,88.08602460175,0,1,1,88.08602460175,0
94,5.10117387563618,0,1,1,5.10117387563618,0
105,187.635452020211,0,1,1,187.635452020211,0
116,119.519380344912,0,1,1,119.519380344912,0
