bus_number,bus_type,P_demand,Q_demand,voltage_mag,voltage_ang
1,1,0.0,0,1,-4.75837302446235
2,1,0.0,0,1,-3.90089694731863
3,2,0.0,0,1,-3.23214446394942
4,1,0.0,0,1,-4.51465590083534
5,1,158.115485990863,0,1,-4.75187300730305
6,1,0.0,0,1,-3.37483146340109
7,1,0.0,0,1,-4.3894950850445
8,1,9.84675464193961,0,1,-3.53981094197368
9,2,0.0,0,1,-3.84795923462269
10,1,0.0,0,1,-3.88641278791752
11,2,0.0,0,1,-3.53948067387786
12,1,300.494169433569,0,1,-6.21824774876073
13,1,0.0,0,1,-3.7220600896389
14,1,0.0,0,1,-4.57044115905229
15,1,182.812436515063,0,1,-4.24869973439681
16,1,0.0,0,1,-5.4774492794191
17,1,0.0,0,1,-5.0956809626799
18,1,0.0,0,1,-4.3742692928846
19,2,0.0,0,1,-3.69364646875909
20,1,0.0,0,1,-3.13934768589906
21,1,0.0,0,1,-4.69942061377684
22,1,0.0,0,1,-4.7090679166577
23,1,0.0,0,1,-5.79833106969761
24,1,0.0,0,1,-2.2642465815623
25,1,198.701213119207,0,1,-5.94443567660686
26,2,0.0,0,1,-6.03629234507343
27,1,0.0,0,1,-3.92939680088205
28,2,0.0,0,1,-3.46387236236566
29,1,0.0,0,1,-3.46786812775285
30,1,805.880895086816,0,1,-6.83258160549202
31,1,0.0,0,1,-5.19813790622847
32,1,0.0,0,1,-2.93723314614333
33,1,0.0,0,1,-2.92256055728348
34,1,0.0,0,1,-3.87114821385266
35,1,0.0,0,1,-3.60227272649182
36,1,0.0,0,1,-5.58680729690451
37,1,461.447644971121,0,1,-3.22577500656874
38,1,334.302631421681,0,1,-5.02182605880318
39,1,0.0,0,1,-1.96184166896388
40,1,326.453964740055,0,1,-0.239876812079952
41,1,0.0,0,1,-3.23638361035504
42,1,0.0,0,1,-2.65586040089904
43,1,0.0,0,1,-1.72560552554769
44,3,0.0,0,1,0.0
45,1,187.64239473331,0,1,-1.2612352519358
46,1,0.0,0,1,-1.02903648301925
47,2,0.0,0,1,-2.20309795770385
48,1,0.0,0,1,-3.24140561066016
49,1,0.0,0,1,-2.84271608050823
50,2,0.0,0,1,0.199780952130164
51,1,719.733868693681,0,1,-6.49648695815591
52,2,0.0,0,1,-1.26123525193579
53,2,0.0,0,1,-1.90814871316241
54,2,0.0,0,1,-1.62127288926078
55,1,0.0,0,1,-3.91766329983254
56,1,23.8054653683744,0,1,-3.07114816361414
57,1,19.4947379682853,0,1,-2.44241255236395
58,1,350.195694855238,0,1,-2.84439344730772
59,1,0.0,0,1,-5.55305120866421
60,1,0.0,0,1,-1.12722079810572
61,2,0.0,0,1,-5.82982643594337
62,1,0.0,0,1,-5.73202198590718
63,1,0.0,0,1,-6.1839347285203
64,1,201.076324331482,0,1,-2.55119868236085
65,1,0.0,0,1,-1.78745774687572
66,1,0.0,0,1,-2.86703471917467
67,2,0.0,0,1,-2.51898134935063
68,1,0.0,0,1,-1.79487999073342
69,1,388.231709924241,0,1,-7.13104228837053
70,1,0.0,0,1,-3.31380890316263
71,1,433.144915060531,0,1,-4.22688872804747
72,2,0.0,0,1,-4.69914176233193
73,1,0.0,0,1,-3.50502986676758
74,2,0.0,0,1,-2.93566332984499
75,1,0.0,0,1,-2.02324686275096
76,2,0.0,0,1,-1.2426329007465
77,1,180.891715489107,0,1,-6.25105490711605
78,1,0.0,0,1,-6.8689341022188
79,2,0.0,0,1,-5.02684571638809
80,2,0.0,0,1,-1.40826332316363
81,1,0.0,0,1,-6.10712370235282
82,1,0.0,0,1,-2.78724410303075
83,1,69.5740061271421,0,1,-4.44170002566955
84,1,0.0,0,1,-2.13592201006842
85,1,0.0,0,1,-1.88381649409025
86,1,0.0,0,1,-4.49924102353103
87,1,167.836160130659,0,1,-8.15010566674976
88,1,361.512543763615,0,1,-4.62752402442998
89,2,0.0,0,1,-4.66902784095758
90,2,0.0,0,1,-3.13951109737012
91,1,0.0,0,1,-4.9127492411606
92,2,0.0,0,1,-2.72795053069827
93,1,0.0,0,1,-3.4057405848011
94,1,0.0,0,1,-3.59185934786049
95,1,0.0,0,1,-6.04670465460836
96,2,0.0,0,1,-3.4168842520792
97,2,0.0,0,1,-4.88828423128504
98,1,0.0,0,1,-3.70966529885938
99,1,46.3749720727226,0,1,-7.3757311025327
100,1,88.7716610556068,0,1,-4.72970476064206
101,1,0.0,0,1,-4.96623737716149
102,1,0.0,0,1,-5.19347356867626
103,2,0.0,0,1,-5.4975950193618
104,1,0.0,0,1,-3.76630062267919
105,2,0.0,0,1,-5.19196213792876
106,1,226.75887162714,0,1,-5.12540627145735
107,2,0.0,0,1,-3.81834522378083
108,2,0.0,0,1,-4.2634424605387
109,2,0.0,0,1,-3.14030909952697
110,1,0.0,0,1,-5.50862061817625
111,1,0.0,0,1,-4.24619186328594
112,1,253.263147370787,0,1,-7.51487841372934
113,2,0.0,0,1,0.54519259588865
114,1,0.0,0,1,-5.30809347636414
115,1,0.0,0,1,-5.34186735977149
116,1,0.0,0,1,-3.77221087589544
117,1,0.0,0,1,-3.58474757712232
118,1,0.0,0,1,-4.13306361615452
