bus_number,P_output,Q_output,voltage_mag,gen_status,P_max,P_min
72,84.1999996224857,-7.40323330588127,1.0343528496798,1,84.2,41.87
60,2.14999962313135,-0.109172340731182,1.03960493853465,1,2.15,0.4
118,42.5500031381399,-13.7114538206663,1.0364293894514,1,206.5,42.55
1,1.3299996259586,-0.0698747421615654,1.03504583533846,1,1.33,0.55
1,1.32999962596196,-0.0698747421615654,1.03504583533846,1,1.33,0.19
113,979.699998909138,-80.3397226413542,1.04055531442894,1,979.7,300.48
56,2.8199996267364,1.30982813251832,1.0189326702385,1,2.82,0.34
56,2.81999962673484,1.30982813251832,1.0189326702385,1,2.82,1.13
66,12.3999969463719,-1.37936493623966,1.04005570161044,1,12.4,2.61
66,8.60702222913716,-2.44938857520724,1.04005570161044,1,22.1,4.82
94,2.49999962221498,-0.299812159358361,1.04370628494413,1,2.5,0.27
38,6.54,0.0,1.04559541532804,1,6.54,6.54
79,2.69999779082529,-0.299742660609024,1.04199746307431,1,2.7,0.81
97,0.299999623670252,-0.0098457773406527,1.04204164796882,1,0.3,0.11
97,0.299999623676264,-0.0098457773406527,1.04204164796882,1,0.3,0.08
97,0.299999623677919,-0.0098457773406527,1.04204164796882,1,0.3,0.07
97,0.299999623665063,-0.0098457773406527,1.04204164796882,1,0.3,0.13
97,0.399999623691066,-0.0198479591132004,1.04204164796882,1,0.4,0.04
97,0.39999962368895,-0.0198479591132004,1.04204164796882,1,0.4,0.07
97,0.399999623677919,-0.0198479591132004,1.04204164796882,1,0.4,0.17
88,0.0999996213086317,0.0,1.03988266700046,1,0.1,0.05
88,0.999999621467022,0.0,1.03988266700046,1,1.0,0.16
88,1.0999996214669,0.0,1.03988266700046,1,1.1,0.27
19,1.57999962356252,-0.0797921028217821,1.04208015364648,1,1.58,0.67
43,0.930001025145053,-0.509907816687092,1.03652291920994,1,4.22,0.93
34,0.519999624879072,0.239938034529109,1.03242052868088,1,0.52,0.22
80,80.9999996230574,-11.6593672256875,1.03993548147109,1,81.0,12.83
111,20.5800010602181,-7.27981436439398,1.04696488856559,1,65.6,20.58
63,1.09999962310345,-0.128626355529224,1.03907662600655,1,1.1,0.14
63,1.11999962310264,-0.138627109111773,1.03907662600655,1,1.12,0.24
63,1.11999962310141,-0.138627109111773,1.03907662600655,1,1.12,0.34
63,1.11999962310097,-0.138627109111773,1.03907662600655,1,1.12,0.37
63,1.11999962309943,-0.138627109111773,1.03907662600655,1,1.12,0.46
63,1.11999962310296,-0.138627109111773,1.03907662600655,1,1.12,0.21
6,0.369999625205007,-0.0197828884191279,1.04295469993263,1,0.37,0.07
41,2.59999962516797,-0.12933614627363,1.03264493019724,1,2.6,1.11
41,2.59999962516819,-0.12933614627363,1.03264493019724,1,2.6,1.05
41,2.59999962516955,-0.12933614627363,1.03264493019724,1,2.6,0.53
13,1.9999996258641,-0.289899317957005,1.04238692308389,1,2.0,0.23
95,0.749999622488171,-0.089815722449762,1.0433556470271,1,0.75,0.33
