cost_model,startup,shutdown,n_coefficients,coeff_n,coeff1,coeff0
2,0,0,3,0.01,14.565,662.85
2,0,0,3,0.0,0.0,236.05
2,0,0,3,0.034,27.233,777.0
2,0,0,3,0.012,15.884,649.0
2,0,0,3,0.012,16.383,649.0
2,0,0,3,0.025,18.003,930.75
2,0,0,3,0.001,14.819,768.05
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.023,15.183,892.95
2,0,0,3,0.001,14.937,741.0
2,0,0,3,0.02,24.611,713.15
2,0,0,3,0.022,25.312,713.15
2,0,0,3,0.029,25.735,713.15
2,0,0,3,0.001,12.925,938.52
2,0,0,3,0.022,24.3,657.22
2,0,0,3,0.015,21.509,657.22
