bus_number,P_output,Q_output,voltage_mag,gen_status,P_max,P_min
74,132.32,-7.3473197440225,1.03451441681576,1,132.32,132.32
110,0.0999997437725847,0.0004127614832499,1.03480288008962,1,0.1,0.04
110,2.79999974379987,-0.139426175434677,1.03480288008962,1,2.8,1.01
110,2.79999974379998,-0.139426175434677,1.03480288008962,1,2.8,0.78
110,2.79999974380014,-0.139426175434677,1.03480288008962,1,2.8,0.35
67,236.176645727508,-0.484463869739074,1.03766551080396,1,286.92,41.37
82,229.429991487147,-25.4691966515768,1.03435017014722,1,229.43,106.87
105,12.6999993676731,-1.40987216191385,1.04280331813096,1,12.7,6.32
105,12.6999994080106,-1.40987216191385,1.04280331813096,1,12.7,3.51
88,1.69999974557665,0.785647875190914,1.026313833273,1,1.7,0.19
75,179.81,-10.7090049384277,1.03442834758463,1,179.81,179.81
28,19.4999961603541,-2.15982587657815,1.02746947394713,1,19.5,3.98
10,16.26,-1.00966840694522,1.0255019883142,1,16.26,16.26
58,173.669997988381,-14.7792497192317,1.02304792942097,1,173.67,18.11
39,8.59999974821855,0.0,1.02719018218461,1,8.6,3.23
18,44.9999992751365,-4.98943624179839,1.02572541799462,1,45.0,14.4
18,44.9999992145193,-4.98943624179839,1.02572541799462,1,45.0,10.97
78,48.4900017407802,-11.2938373514236,1.03413652428685,1,198.0,48.49
57,60.9999992973708,-6.76956323401906,1.01891597276206,1,61.0,7.99
79,1.09999974534104,-0.0498065944302352,1.03214301677716,1,1.1,0.36
32,4.3499880103593,-0.479879658858533,1.02743606625843,1,4.35,1.24
68,16.2999994337291,-1.80974343964265,1.02967709681241,1,16.3,4.89
60,12.7,-0.619700697995882,1.02954388629541,1,12.7,12.7
42,64.6999993575975,-7.88990796961788,1.03317909316235,1,64.7,19.09
42,64.6999994546869,-7.88990796961788,1.03317909316235,1,64.7,28.1
41,1.59999974825214,-0.0798763104662697,1.02839180353268,1,1.6,0.66
41,1.59999974825269,-0.0798763104662697,1.02839180353268,1,1.6,0.24
