bus_number,bus_type,P_demand,Q_demand,voltage_mag,voltage_ang
1,1,39.8252215706796,39.3503588595776,1.01883723302859,-1.80745741956301
2,1,36.4543727492901,4.7552128343959,1.0194331466988,-3.09345182441399
3,2,0.0,0.0,1.0415998881121,-0.802215970322171
4,1,0.0,0.0,1.03093211472389,-1.45515017796328
5,1,10.1543417242862,2.8332867475138,1.01995819240131,-2.2713576847731
6,1,0.0,0.0,1.02054975025595,-2.04076169550015
7,1,9.27155856878595,1.94883287482201,1.02367967494176,-2.02881090586485
8,1,5.75827633248278,1.26513051341656,1.02026383912695,-2.19995219062753
9,1,21.1466238662567,4.40523298203545,1.02022772286342,-2.20706286780706
10,1,0.0,0.0,1.02066451382616,-2.13393109866837
11,1,0.0,0.0,1.02538250738363,-1.866531868086
12,1,0.0,0.0,1.02037151136395,-2.18248008277111
13,1,48.8344921051625,20.9231364373435,1.02895813705217,-2.04078916457443
14,1,20.4738250561527,5.64510984518991,1.02665085670887,-2.1098365858702
15,1,15.858147616474,6.01079489647468,1.02055278277614,-2.14059364927785
16,1,0.0,0.0,1.02386491817962,-2.03406322244131
17,1,26.1778777930524,8.25568794734332,1.02725858548895,-1.68679813532218
18,1,0.0,0.0,1.02029784939636,-2.19986727024172
19,1,0.0,0.0,1.02540920412027,-1.86480626611465
20,1,0.0,0.0,1.02540920412027,-1.86480626611465
21,1,13.7906953276548,3.140410263117,1.03077732500375,-1.40706213651119
22,1,4.79509291042762,2.41456290414126,1.03601679629768,-1.28061050712674
23,2,0.0,0.0,1.03716416624337,-0.857302627623557
24,1,4.64920657483596,0.910309670007624,1.03886315564446,-0.87773121319962
25,2,0.0,0.0,1.03584714452707,-0.80220003674372
26,1,18.7576327624845,2.13803535599879,1.03696036832953,-0.735741956298559
27,1,6.22948020139915,0.88309197854958,1.0368140395927,-0.708739271820655
28,2,0.0,0.0,1.03705282886872,-0.590378796984036
29,2,0.0,0.0,1.03717541459626,-0.829035808348258
30,1,20.3298907464484,5.69435444693808,1.03671875089152,-0.715360549631227
31,1,0.0,0.0,1.03869604918374,-1.93688229907389
32,1,0.0,0.0,1.03946423419458,-0.870689133500932
33,2,0.0,0.0,1.03745766456168,-0.286895075619577
