bus_number,P_output,Q_output,voltage_mag,gen_status,P_max,P_min
57,1.35000020239388,-0.429899147242054,0.998749557550729,1,3.5,1.35
68,243.39999964573,-26.7865309064219,0.998077765111736,1,243.4,73.02
118,5.70000020449024,-1.77997759985778,0.997770499365077,1,16.0,5.7
118,2.03000017955118,-1.77997759985778,0.997770499365077,1,16.0,2.03
118,2.77000026776317,-1.77997759985778,0.997770499365077,1,16.0,2.77
118,1.76000024162609,-1.77997759985778,0.997770499365077,1,16.0,1.76
87,174.713159427021,-21.0999225946575,1.00007952631154,1,190.05,78.5
7,130.129999260364,-14.4396688618102,0.997911958783419,1,130.13,31.42
58,2.49999995465156,-0.299728784381513,0.997830315997547,1,2.5,0.4
45,211.999999756005,42.1258704917298,1.00040997489695,1,212.0,91.16
67,232.699999787525,-20.0322404008031,0.998113207976502,1,232.7,44.07
55,10.1,0.0,1.00087312770863,1,10.1,10.1
55,6.93,0.0,1.00087312770863,1,6.93,6.93
83,25.9999999546648,-3.1699803970692,1.0012580231825,1,26.0,10.52
83,25.9999999546648,-3.1699803970692,1.0012580231825,1,26.0,4.6
61,15.1800001825374,-3.9999758775448,0.997487249296025,1,36.0,15.18
61,15.6600001508466,-3.9999758775448,0.997487249296025,1,36.0,15.66
