cost_model,startup,shutdown,n_coefficients,coeff_n,coeff1,coeff0
2,0,0,3,0.023,15.306,1180.5
2,0,0,3,0.018,28.004,603.53
2,0,0,3,0.021,25.06,603.53
2,0,0,3,0.0,0.0,236.02
2,0,0,3,0.001,18.417,956.2
2,0,0,3,0.048,28.758,562.48
2,0,0,3,0.013,13.236,670.5
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.02,16.89,880.5
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.014,15.368,741.38
2,0,0,3,0.022,25.869,637.13
2,0,0,3,0.022,27.572,637.13
2,0,0,3,0.024,17.236,912.75
