bus_number,P_output,Q_output,voltage_mag,gen_status,P_max,P_min
65,8.79999923867135,-0.979873191804732,1.01658662171454,1,8.8,2.82
12,3.9999994617186,0.0,1.02209789016885,1,4.0,0.69
18,1.89999946548018,-0.26986849767442,1.02333807594909,1,1.9,0.21
18,1.89999946547881,-0.26986849767442,1.02333807594909,1,1.9,0.34
1,1.79999946466763,-0.219911586832991,1.04677171478221,1,1.8,0.25
109,112.5,-20.0953494919955,1.01919406768178,1,112.5,112.5
16,216.793905600661,-34.6698526398654,1.02234065703065,1,284.2,75.33
52,131.799998855929,-14.6298601976415,1.02343522624219,1,131.8,39.54
15,49.0999992274972,-5.44982559153717,1.02352888772677,1,49.1,10.87
15,49.0999991790182,-5.44982559153717,1.02352888772677,1,49.1,6.79
101,332.619998812743,-36.919831101873,1.01648061719663,1,332.62,40.21
6,239.823522884477,-30.1998340953463,1.02612758762459,1,247.53,75.0
35,5.26,-0.369886163107057,1.02119369687771,1,5.26,5.26
78,229.599992310086,-17.9736193758423,1.01918485063396,1,229.6,97.66
