cost_model,startup,shutdown,n_coefficients,coeff_n,coeff1,coeff0
2,0,0,3,0.0,0.0,341.43
2,0,0,3,0.0,0.0,341.43
2,0,0,3,0.044,23.885,796.48
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.028,25.062,736.95
2,0,0,3,0.038,26.366,922.05
2,0,0,3,0.0,0.0,236.05
2,0,0,3,0.0,0.0,236.05
2,0,0,3,0.024,17.236,912.75
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.078,32.671,1100.09
2,0,0,3,0.0,0.0,236.58
2,0,0,3,0.002,21.32,779.7
2,0,0,3,0.0,0.0,237.75
2,0,0,3,0.0,0.0,237.75
2,0,0,3,0.019,29.12,236.16
2,0,0,3,0.024,15.909,1025.25
2,0,0,3,0.025,18.434,880.5
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.027,17.509,867.7
2,0,0,3,0.015,17.596,702.6
2,0,0,3,0.014,15.627,702.6
2,0,0,3,0.015,15.41,702.6
2,0,0,3,0.01,13.339,702.6
2,0,0,3,0.012,17.158,702.6
2,0,0,3,0.016,15.015,702.6
2,0,0,3,0.0,0.0,236.04
2,0,0,3,0.0,0.0,236.04
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.003,23.939,236.18
2,0,0,3,0.003,27.502,236.18
2,0,0,3,0.003,29.56,236.18
2,0,0,3,0.003,28.837,236.18
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.037,28.102,897.0
2,0,0,3,0.019,18.09,780.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.017,16.979,731.6
2,0,0,3,0.02,18.31,731.6
2,0,0,3,0.015,14.5,731.6
