cost_model,startup,shutdown,n_coefficients,coeff_n,coeff1,coeff0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.012,14.876,651.6
2,0,0,3,0.027,19.114,944.15
2,0,0,3,0.014,15.421,752.73
2,0,0,3,0.069,24.163,1484.24
2,0,0,3,0.033,25.464,770.45
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.023,16.591,812.63
2,0,0,3,0.0,0.0,236.06
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.025,17.495,863.5
2,0,0,3,0.056,30.575,902.48
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.026,17.486,975.64
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.024,19.45,802.6
2,0,0,3,0.014,15.851,735.0
2,0,0,3,0.001,16.786,654.65
2,0,0,3,0.002,18.778,654.65
2,0,0,3,0.016,17.994,649.65
2,0,0,3,0.014,17.093,649.65
2,0,0,3,0.009,12.385,627.0
2,0,0,3,0.01,14.033,627.0
2,0,0,3,0.011,14.514,627.0
2,0,0,3,0.013,15.16,627.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.022,31.519,236.11
2,0,0,3,0.011,15.042,675.75
2,0,0,3,0.011,16.11,675.75
2,0,0,3,0.02,18.258,714.9
2,0,0,3,0.016,16.039,714.9
2,0,0,3,0.015,18.009,714.9
2,0,0,3,0.015,17.284,714.9
2,0,0,3,0.041,29.371,602.63
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
