from_bus,to_bus,resistance,reactance,susceptance,line_rating,line_status,P_from,Q_from,P_to,Q_to
4,5,0.013187,0.039211,0.00386,130,1,32.9243399929855,-3.70906835611039,-32.7813382046176,3.74513462651215
3,6,0.019096,0.094955,0.02334,125,1,-20.6654401495499,7.42867921897022,20.7580282211107,-9.37369292574953
4,8,0.000207,0.00103,0.0,0,1,-102.037159914056,-7.93825363984196,102.058606096819,8.04496652991485
6,8,0.003493,0.020005,0.00558,163,1,142.168174623771,14.3464010518729,-141.473162855604,-10.9346010528237
4,9,0.01006,0.063056,0.06439,298,1,-1.54112820585429,-8.43235586027744,1.54403177731425,1.91857099991533
1,10,0.001384,0.007965,0.00467,208,1,-1.21885710148075,-4.08590400160932,1.21907377628247,3.60204716684181
6,11,0.002982,0.018489,0.00683,168,1,132.556294760633,5.38644498205442,-132.044927093296,-2.91378980521023
5,12,0.000723,0.00904,0.16436,1145,1,-39.7612713185222,-17.5125503136803,39.7732572269986,1.12116496396069
6,13,0.009594,0.044472,0.00503,113,1,68.3672840200652,-2.27094365241946,-67.9300793391553,3.78380894213903
9,13,0.003476,0.020335,0.02201,309,1,10.2753400480556,1.27308214751345,-10.2715388187098,-3.48931629128745
6,15,0.000246,0.001004,0.0,0,1,-465.43583849374,-28.9376082015403,465.956964150165,31.0644787667884
9,16,0.003938,0.014348,0.00453,145,1,-19.9884010240565,8.89192858749764,20.0070782500616,-9.28473810572712
11,16,0.000223,0.001093,0.0,0,1,91.9117852077081,-4.56009349923429,-91.8932185754161,4.65109497499753
7,17,0.030836,0.876322,0.0,125,1,0.0,0.0,0.0,0.0
13,17,0.00027,0.001111,0.0,0,1,15.4396425051024,-47.5348984213088,-15.4330054523718,47.5622086642114
14,17,0.000473,0.002649,0.00087,205,1,-16.5627637231496,35.0227371676059,16.5697460910028,-35.0721995292944
11,18,0.007333,0.206944,0.0,82,1,4.61083074565307,-2.37717909186812,-4.60886631240115,2.43261720381254
14,18,0.008976,0.037861,0.00513,130,1,8.09456594944921,4.48306786540004,-8.08681049529112,-4.97173775463378
11,19,0.000269,0.00118,0.0,0,1,-3.18683485364814,4.02362160441039,3.18690452849293,-4.02331596754474
13,19,0.003624,0.013744,0.00203,144,1,-43.5672952052791,8.3204849691486,43.6375177452296,-8.26054106313229
15,19,0.00111,0.06017,0.0,224,1,47.238612855017,-10.8577423070604,-47.2126438383684,12.2654501734992
16,19,0.016925,0.274653,0.0,42,1,-0.388196427583303,-0.0179989416766292,0.388221564648625,0.0184068572099759
11,20,0.003443,0.015173,0.00661,210,1,22.7832193452045,0.551964315245264,-22.7656220952173,-1.14614254289941
12,20,0.002594,0.014683,0.01457,307,1,-77.9606747888249,-12.9941358578796,78.1210256008781,12.4281339332091
14,20,0.006363,0.035995,0.0471,228,1,-9.18136699146791,4.16423047861966,9.18932210049905,-8.90970706532683
16,20,0.00087,0.003517,0.00043,159,1,69.6726503574257,4.39628535477127,-69.6309502669194,-4.27140276576007
15,22,0.00255,0.015609,0.01061,199,1,7.38912744173927e-06,-1.09230428496152,9.754226481635819e-18,7.20993422825953e-13
13,23,0.000257,0.00102,0.0,0,1,97.7535067828304,36.448750622494,-97.7259797167364,-36.3394992317707
16,23,0.013883,0.236989,0.0,37,1,2.60168639550693,0.255356717618491,-2.60075334066237,-0.239429055401565
25,26,0.025301,0.109699,0.0138,111,1,0.0001214312085404,-1.38956957103355,-2.22792367501126e-14,8.10428535381933e-16
21,27,0.0023,0.01329,0.00868,193,1,-4.06412548660623,-0.460648031108509,4.06449682829783,-0.425294324789651
21,28,0.000277,0.001106,0.0,0,1,4.06412548660248,0.460648031092848,-4.06408019035373,-0.460467173146561
27,28,0.012572,0.039072,0.00388,66,1,1.43692190369861,-0.373293500628448,-1.43666446582317,-0.0228795321606373
4,29,0.005,0.029933,0.01748,161,1,8.48065740125947,-7.94713510046205,-8.47463302658217,6.2129816633841
23,29,0.001666,0.008903,0.01166,260,1,5.35896265477853,1.39271448737996,-5.35842660663809,-2.57295828452328
29,30,0.000289,0.001011,0.0,0,1,13.8330596332118,-3.64002337889059,-13.8324767275186,3.64206254032953
24,31,0.000261,0.001167,0.0,0,1,28.2055970527869,12.0399030820461,-28.2030214799304,-12.0283870149064
23,32,0.008369,0.039235,0.00563,142,1,94.9677704026145,35.1862137997944,-94.1203364572255,-31.7728882637139
24,32,0.00364,0.020865,0.00473,158,1,-93.7505574963164,-30.1087435439444,94.1203364572255,31.7728882637146
15,33,0.000129,0.010173,0.0,680,1,27.7188132745306,-2.70015977922163,-27.7178413548365,2.77680581835228
30,33,0.030634,0.113995,0.01469,133,1,-29.3143615761045,0.832673513674839,29.574623921119,-1.36576101579085
27,34,0.002214,0.013664,0.01222,285,1,-5.50141873199699,0.798587825417763,5.50211745657533,-2.0445847997399
10,35,0.00603,0.028415,0.00306,142,1,6.8209524930907,13.4372857210814,-6.80752492040154,-13.6906674757136
