bus_number,P_output,Q_output,voltage_mag,gen_status,P_max,P_min
222,768.283356069759,-19.0437363103067,1.04211229201074,1,1009.3,138.46
54,37.0599997015188,-1.81991063497316,1.03921984304473,1,37.06,18.52
2,1.52999939317295,-0.169910903681258,1.04042224731082,1,1.53,0.59
266,174.269495795618,70.1683339357771,1.0408806993225,1,262.5,100.52
153,1.46999970250156,-0.0699208510329674,1.03813020585505,1,1.47,0.21
139,12.9999996062424,-1.43992337369119,1.0364584417153,1,13.0,1.42
248,151.99999969976,-7.44977201202586,1.04397381061431,1,152.0,35.12
110,44.9999997020186,-5.48992169226823,1.03840638093695,1,45.0,10.95
270,2.99999969852462,1.14986678422154,1.03906886772744,1,3.0,1.35
87,143.999999543729,-15.9799093194631,1.03995418348335,1,144.0,43.2
12,198.99999937435,-22.0899365222456,1.04207510298416,1,199.0,56.84
90,38.0,-5.46994872561767,1.04377474347913,1,38.0,38.0
177,52.4999997026517,-7.55991969916226,1.03758357115167,1,52.5,14.64
146,4.19999970091777,-0.209915311287734,1.03867069655271,1,4.2,1.11
91,2.64999970295189,-0.319959069992994,1.04721797828115,1,2.65,0.89
23,267.786016536247,-48.3498754631728,1.03759894269276,1,435.6,62.98
279,290.729999331678,-7.67667220756399,1.04035232806095,1,290.73,50.1
19,4.99999970178392,0.0,1.04043497561845,1,5.0,0.6
45,6.0,-0.389907325005991,1.03905170354231,1,6.0,6.0
45,5.7,-0.389907325885305,1.03905170354231,1,5.7,5.7
184,134.999999518059,68.7196643125209,1.03873704725697,1,135.0,32.96
16,156.169999408964,-17.3299159035229,1.03938588875147,1,156.17,18.36
46,113.869999260194,-12.6399016137013,1.03814483676015,1,113.87,15.52
258,148.499999461198,-16.479775181693,1.04424233683855,1,148.5,38.3
74,1.24999970283609,-0.149932533992281,1.03905607432574,1,1.25,0.41
191,180.75,-20.6304160218488,1.0361338592388,1,180.75,180.75
187,5.99999970384446,2.79951083241242,1.03680261559391,1,6.0,1.83
181,335.729999332193,-37.2698996402762,1.03535944276731,1,335.73,163.05
239,202.99820474936,60.2655502605085,1.04182312769711,1,313.8,40.68
