from_bus,to_bus,resistance,reactance,susceptance,line_rating,line_status,P_from,Q_from,P_to,Q_to
2,6,0.000133,0.010028,0.0,297,1,-42.96047094904,-20.6284227631113,42.9635458537172,20.8602659518549
3,6,0.025157,0.102324,0.00831,147,1,-11.6889602080599,0.234343759812613,11.7240721567206,-0.909445537784614
4,6,7.4e-05,0.005394,0.0,671,1,-18.5998839817291,-8.50428075027658,18.6001980076093,8.52717069078678
4,7,0.031726,0.177304,0.05501,197,1,-1.75055081539533,-1.797257819632,1.7518059600037,-3.61207896152261
6,9,0.005756,0.030568,0.01049,236,1,-8.42991828950825,-3.66941988830019,8.43464379084704,2.658030417144
10,11,0.003582,0.1182,0.0,111,1,0.0,0.0,0.0,0.0
10,12,0.001053,0.012881,0.19712,1197,1,0.0009882501541429,-19.0081716946826,2.90126766668938e-13,1.36635188496928e-12
3,13,0.000634,0.032213,0.0,388,1,-61.5259271769082,-12.0208785544224,61.5513024197646,13.3101730309717
9,13,0.002398,0.01365,0.01909,284,1,-37.9341347027106,1.0120729162333,37.9691000498041,-2.70329286335037
8,14,0.003241,0.016653,0.00506,220,1,-56.947001306501,-34.7036381217195,57.0962228269378,34.9795926988044
8,15,0.000235,0.001053,0.0,0,1,0.0,0.0,0.0,0.0
6,16,0.000347,0.001561,0.00066,221,1,-91.2131327705116,-34.2266736549268,91.246506502026,34.3116344503494
13,16,0.001451,0.006402,0.00135,201,1,98.0953787929598,-2.32654652517524,-97.9543871366524,2.81502700872782
14,16,0.00013,0.00901,0.0,1277,1,-19.4698451547488,-59.1892210168904,19.4750081252022,59.5470545844703
10,17,0.001514,0.010989,0.02047,254,1,-9.77483138107746,-12.4811578475726,9.77840834080021,10.5315718113924
14,17,0.010259,0.040002,0.00325,142,1,-13.1112938974629,17.1355647109033,13.1607227317893,-17.2587439894927
17,18,-0.003427,-0.097251,0.0,99,1,-11.1166882245554,25.2463363521194,11.0897064900019,-26.0120208187264
14,19,0.001168,0.006214,0.00203,200,1,-41.9213927773515,-20.1489780471624,41.9471931973215,20.0874414526336
10,20,0.00027,0.001157,0.0,0,1,-28.9389673737345,5.53650586719131,28.9413996235228,-5.52608322643209
19,20,0.010819,0.055745,0.01444,234,1,-4.18621134170168,15.7427068666755,4.21798960649827,-16.9830866054026
17,21,0.008454,0.041291,0.00335,104,1,3.1781340325816,3.15162695903299,-3.17629017938745,-3.46585341294363
20,21,0.000287,0.001141,0.0,0,1,44.614313103538,9.51471980295598,-44.6081158310472,-9.49008186598012
14,22,0.019166,0.048062,0.00236,51,1,-6.05818362337588,18.2945977204605,6.13182823676213,-18.338826098394
16,22,0.00053,0.033312,0.0,501,1,-15.2960755634623,-96.8306978983548,15.3528937432008,100.401881301087
17,22,0.001793,0.006606,0.00379,253,1,15.9609154816246,27.3672277343298,-15.9421086127071,-27.6634459702755
20,22,0.000279,0.001188,0.0,0,1,14.0895943792463,56.0756314833976,-14.0799162097432,-56.034421213255
18,23,0.000279,0.001165,0.0,0,1,-41.4257644132287,14.6141356494465,41.4310655111625,-14.5920002405114
23,24,0.00828,0.234205,0.0,50,1,4.60937921702537,0.937597552525396,-4.60757516655541,-0.886568852003939
17,25,0.01178,0.052097,0.0063,130,1,16.955205679778,-25.5428541787024,-16.8425309589957,25.4251469805737
23,25,0.007991,0.041528,0.00279,148,1,7.81173855761534,30.355981443483,-7.73374523598805,-30.2302994474303
17,26,0.00452,0.031035,0.00899,179,1,-47.9166980375675,-23.4951646867915,48.04894420304,23.5257863323683
19,26,0.042041,0.086667,0.00252,48,1,-18.3344767818641,6.44478703017306,18.4970169805987,-6.35749033413307
20,26,0.00118,0.056544,0.0,713,1,-25.7863805582017,-18.3828205763978,25.7986599892097,18.9712342602249
23,28,0.021773,0.101663,0.00836,132,1,-1.56566468001007,5.66312181363589,1.57413602838439,-6.46764246488262
19,29,0.003945,0.019421,0.00467,194,1,-19.4265050596859,-42.2749353544404,19.512769544642,42.2372681438794
23,29,0.004233,0.020182,0.00968,206,1,-32.8609771327318,47.5943182702921,33.002374546365,-47.8951788088733
20,30,0.005192,0.021262,0.00452,121,1,-93.7310343839332,-37.1070901418821,94.2776689139247,38.9041826783263
27,30,0.003779,0.020356,0.00511,139,1,-43.7438716479201,5.73935601049582,43.8183838485359,-5.84344796189782
28,31,0.018238,0.080037,0.01041,152,1,-1.57413602836748,6.46764246488418,1.58346365546385,-7.46619076529003
30,33,0.000773,0.044505,0.0,355,1,52.2834478917035,5.26910314300393,-52.2618792980882,-4.02730461926404
26,34,0.001065,0.013243,0.29371,1076,1,-117.574882148224,-40.455410117244,117.731578001586,13.3188550074768
27,34,0.010939,0.047811,0.0378,181,1,-42.6897977984856,1.66906088308308,42.8928187811308,-4.53104333046958
30,35,0.000256,0.001066,0.0,0,1,55.7754468461829,-9.71399019333924,-55.7671554296562,9.74851616996989
30,36,0.02413,0.696336,0.0,25,1,1.30812761567982,-0.421404204018319,-1.30766707947994,0.434694213768796
29,38,0.001165,0.007014,0.05433,238,1,-47.4751499939405,5.4187995553536,47.502205357482,-10.6834202620081
30,39,0.012817,0.055951,0.00686,126,1,5.3979470972464,-9.99706497774825,-5.38209380344287,9.38413515531713
36,39,0.001251,0.007599,0.00468,215,1,-68.2014575225323,-16.0136568600424,68.2630727090338,15.9213177381117
38,39,0.003383,0.021678,0.01607,281,1,-57.7108000664603,8.30514756635319,57.8263965266144,-9.16986901227349
9,40,0.004933,0.020153,0.01175,162,1,4.42157806205549,-10.5114848361754,-4.41568760641787,9.37076267692158
31,40,0.00026,0.001115,0.0,0,1,-1.58346365545728,7.46619076528625,1.58361613798724,-7.46553684982124
37,40,0.06603,0.27988,0.02636,115,1,0.299997049919818,-0.0391831439256683,-0.298857093877016,-2.583723612111
32,41,0.005783,0.163246,0.0,80,1,27.926386819749,-44.4470089175384,-27.7351900257561,49.8442269414287
33,43,0.000209,0.001143,0.0,0,1,43.7885651290704,2.56947978604148,-43.7844813569851,-2.54714604683838
36,43,0.00341,0.02594,0.01362,409,1,58.0091910553338,12.4378075619171,-57.8879662223773,-12.8636251351184
41,44,0.022442,0.092904,0.01015,155,1,8.37658917773312,-0.569645952827588,-8.36058703868106,-0.361183283618918
7,45,0.008102,0.033654,0.00838,121,1,-22.5827245538819,-0.817280858944953,22.6247475130672,0.165943845869189
27,45,0.001166,0.006042,0.00732,254,1,86.4336694787157,-7.40841689936105,-86.3449775143391,7.14470199165106
35,45,0.006055,0.023728,0.00321,127,1,55.7671554295437,-9.74851616991575,-55.5712319297098,10.1989651592637
