cost_model,startup,shutdown,n_coefficients,coeff_n,coeff1,coeff0
2,0,0,3,0.016,16.52,723.55
2,0,0,3,0.016,16.12,723.55
2,0,0,3,0.018,15.421,723.55
2,0,0,3,0.017,16.818,711.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.012,15.771,677.1
2,0,0,3,0.0,0.0,236.08
2,0,0,3,0.0,0.0,236.08
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,236.05
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,236.59
2,0,0,3,0.05,28.847,755.41
2,0,0,3,0.0,0.0,775.42
2,0,0,3,0.015,16.184,729.0
2,0,0,3,0.012,14.013,729.0
2,0,0,3,0.015,15.415,729.0
2,0,0,3,0.012,14.067,601.6
2,0,0,3,0.023,25.923,688.5
2,0,0,3,0.0,0.0,0.0
2,0,0,3,0.0,0.0,236.01
2,0,0,3,0.022,17.605,799.13
2,0,0,3,0.002,8.0,1000.0
2,0,0,3,0.002,19.57,994.2
2,0,0,3,0.021,24.479,640.05
2,0,0,3,0.017,24.443,640.05
2,0,0,3,0.017,12.577,950.2
2,0,0,3,0.002,17.624,677.0
2,0,0,3,0.002,19.369,677.0
2,0,0,3,0.002,18.947,677.0
2,0,0,3,0.013,15.5,726.0
2,0,0,3,0.021,15.312,903.5
2,0,0,3,0.023,16.344,925.9
