bus_number,bus_type,P_demand,Q_demand,voltage_mag,voltage_ang
1,1,53.5675466803176,18.4943853024804,1.02905297949915,-9.81627540107888
2,1,0.0,0.0,1.03580045403585,-9.01913233557647
3,1,0.0,0.0,1.02917000099017,-9.81784646669793
4,1,0.0,0.0,1.03576388261521,-8.94031834651043
5,2,0.0,0.0,1.04839784684919,-2.03028576000097
6,1,4.18683876455697,0.954675770002587,1.03602660866067,-8.77349883204342
7,1,41.5070656755037,7.97998317106588,1.02870711142471,-9.14402960743861
8,1,0.0,0.0,1.03696844169727,-10.440984891726
9,1,0.0,0.0,1.03343282623047,-7.87427335598608
10,1,0.0,0.0,1.03033512659038,-10.5496689910877
11,1,0.0,0.0,1.03607479038548,-8.81438158657405
12,1,15.198348146264,2.26898009022304,1.03016235341675,-10.580849088676
13,1,19.3719733058155,3.95568532235441,1.03646699900377,-10.4482888561921
14,1,36.1616833703525,5.99112376103627,1.00648567829653,-10.60524492162
15,1,0.0,0.0,1.03687820157632,-10.4265466201323
16,1,0.0,0.0,1.03832820515657,-10.4573481152513
17,1,0.0,0.0,1.01156055562265,-10.6400309853248
18,1,5.19213661881793,1.67130855450822,1.01507073830147,-10.6259306276688
19,1,34.6259634680623,12.085456724451,1.02268773445987,-10.6150102796875
20,1,53.5764479221036,16.7912823724305,1.0048960661763,-11.2920773269662
21,1,0.0,0.0,1.00746731437513,-11.7875070944314
22,2,0.0,0.0,0.987648825093624,-13.6136112396863
23,1,30.0997939545329,12.9879388883202,1.00597666187364,-10.7183126238674
24,1,21.6836528905669,4.38705498018508,1.0197035020237,-11.1651785569459
25,1,0.0,0.0,1.03274143219786,-8.56945333138689
26,1,50.9664410443659,24.1775017823695,1.00729099025184,-11.8002626444128
27,1,17.1464593684475,2.79147883841434,1.02035747049045,-11.1118020863356
28,1,19.5187814591299,4.74310546055091,1.00750771509361,-12.316321832501
29,1,0.0,0.0,1.01798717652313,-11.1312730123124
30,1,22.7421236965384,2.85547945406742,1.01958005209693,-11.1775625909195
31,1,35.1752003367426,18.8135667142957,0.994543538390276,-12.8875030994681
32,2,0.0,0.0,1.03243277035729,-8.56664363539417
33,2,0.0,0.0,1.01997415747909,-11.1090737436446
34,2,0.0,0.0,1.03649104445239,-8.4160963242675
35,1,34.6984128452289,6.93107903371246,1.01806654130516,-11.1460895237495
36,1,57.3373714477204,7.33156548772149,1.03811240447097,-9.48307322616977
37,1,25.9594842049485,9.84831910281878,1.03794166736695,-8.07552542735251
38,1,0.0,0.0,1.03492057649957,-7.82925388199631
39,1,0.0,0.0,1.03422776913749,-7.93672161686463
40,1,0.0,0.0,1.03586994152473,-8.78739837390415
41,2,0.0,0.0,1.04375950274298,-8.6091399839085
42,1,14.3610621901906,2.67107183902753,1.03318181783877,-8.52567141760069
43,1,0.0,0.0,1.03810745868116,-8.05789780852937
44,1,0.0,0.0,1.03408681862027,-7.93355122610213
45,1,14.7443881506021,5.67657215013185,1.03750687173199,-8.14177746333627
46,1,76.3903353405783,14.5862325413591,1.03215156947887,-8.84657463878215
47,2,0.0,0.0,1.03345877557144,-6.67113929600559
48,1,141.429354789153,40.6169547236592,1.03402150183417,-7.93289952566041
49,2,0.0,0.0,1.03577309515669,-7.24123872267637
50,2,0.0,0.0,1.0386743383591,-8.0938587167844
51,1,24.7785464046721,3.64138699841636,1.03451695629628,-7.99486449578947
52,1,32.2447262955904,7.16731737325743,1.03411170297541,-7.86889386287062
53,1,0.0,0.0,1.03738844947418,-8.6789579096585
54,1,23.4947588742994,1.47207693981441,1.03530177422337,-9.0656069999243
55,2,0.0,0.0,1.03635408668418,-8.68674600068228
56,1,0.0,0.0,1.0307287561591,-9.67564145152324
57,1,0.0,0.0,1.03639526662434,-8.61294661347369
58,1,13.7681159543865,4.46519464492715,1.02720386438745,-10.2134757538175
59,1,3.07189986079475,1.34807123528588,1.02439831392762,-10.3995416161475
60,1,20.1620621436332,5.96797550133911,1.0274329120819,-10.2005060116585
61,1,44.4794550822747,7.3635086146666,1.04468950389851,-5.91158069161899
62,1,4.50886397561713,0.921579342968918,1.04088204642624,-6.80368746668209
63,1,40.0800791569603,20.1494523589809,0.984172866022159,-9.96293107106076
64,1,19.2554674370396,5.21993528087987,1.04343883572159,-5.94426223526996
65,1,35.7081110768456,14.26341514167,1.0368956773884,-6.34143251433028
66,2,0.0,0.0,1.0379017911551,-6.32875229173531
67,2,0.0,0.0,1.03778562580541,-6.35672815737079
68,2,0.0,0.0,1.04075775024768,-5.54047024408196
69,1,0.0,0.0,1.0441945410889,-6.82593975728468
70,1,11.3339844610998,2.20211845441563,1.03872180619276,-6.63193950686915
71,1,45.5948425831754,4.65027241841646,1.0358298281363,-7.05031631605984
72,1,0.0,0.0,1.03485140348144,-7.65041654375128
73,1,23.1483990817218,7.20172607840396,1.0357685020185,-6.46246930274847
74,1,0.0,0.0,1.0413918344024,-6.38927058076105
75,1,38.720818474099,10.0383952703541,1.04035730966817,-6.94085233493663
76,1,8.37721578578499,1.2493055948907,1.03873039085131,-6.60021839366618
77,2,0.0,0.0,1.03851587420953,-6.45623713536952
78,1,6.28125845975658,0.347462866651133,1.03872928020444,-6.6214035792286
79,1,66.1832348057493,38.7802892294662,1.03423466703012,-7.77907264382309
80,1,32.3449400698216,5.82948283073121,1.03874736391737,-6.61776846950814
81,1,34.4045832905792,12.5000121302172,1.03175680661097,-7.1290182455036
82,1,0.0,0.0,1.03177291790247,-7.12901480781438
83,1,0.0,0.0,1.04580880196507,-6.95486256959612
84,1,34.0521727619184,8.30399369256169,1.03108731851623,-7.14057838106544
85,1,12.5978828672618,4.76997016614555,1.03211227521828,-7.12737805915018
86,2,0.0,0.0,1.0382291370795,-6.61344612818912
87,1,47.9028910804664,13.4937996269218,1.03578226227188,-9.54206133232038
88,2,0.0,0.0,1.04154837391331,-6.13422031446888
89,1,0.0,0.0,1.03598382932266,-7.02436078900953
90,1,0.0,0.0,1.04215056587443,-6.99035256649696
91,1,6.09217403319763,1.31651777127658,1.04189569080024,-7.03514700560265
92,2,0.0,0.0,1.03696909635755,-7.14638502850839
93,1,0.0,0.0,1.03842370848136,-6.64086056715495
