bus_number,P_output,Q_output,voltage_mag,gen_status,P_max,P_min
52,186.003478069615,70.8492319016664,0.971340921005215,1,310.0,122.66
227,136.3,29.0299468516717,0.990356506241999,1,136.3,136.3
149,0.799999950729699,-0.0899970892359042,0.993180716381186,1,0.8,0.38
195,176.329999942867,29.6552190740139,0.99288763469111,1,176.33,52.9
42,154.690382258899,-21.9499995075052,0.959809787222442,1,197.77,59.33
133,1.44999995932645,0.679995752593356,0.98663451743812,1,1.45,0.28
133,1.44999995932643,0.679995752593356,0.98663451743812,1,1.45,0.49
272,85.1999999663479,19.2896301050694,0.969275614164783,1,85.2,30.66
134,57.44,-3.38999258806448,0.989493304376191,1,57.44,57.44
193,16.6999999624528,-0.352150142485166,0.992269822642388,1,16.7,5.88
161,9.22999995928519,0.411017479813937,0.984048893659093,1,9.23,2.33
270,91.74,21.7299735429849,0.983241769365899,1,91.74,91.74
100,149.63,42.4899928036601,0.976464282724923,1,149.63,149.63
62,69.9999999092209,32.6199932720299,0.973316262592806,1,70.0,31.04
151,37.1999999509486,-4.12997991406991,0.983742092088045,1,37.2,11.09
151,37.1999999487638,-4.12997991406991,0.983742092088045,1,37.2,4.55
124,1.19999995934061,-0.0598480404354575,0.986803607606309,1,1.2,0.14
124,1.19999995934054,-0.0598480404354575,0.986803607606309,1,1.2,0.53
124,2.39999995934065,-0.119850935233175,0.986803607606309,1,2.4,0.88
96,183.399999939026,3.09803659196163,0.98200797885655,1,183.4,45.75
152,1.29999996009794,0.0,0.995007864645438,1,1.3,0.3
152,4.99999996009804,0.0,0.995007864645438,1,5.0,0.56
144,1.49999995943618,-0.17999408072643,0.990596499428465,1,1.5,0.73
174,2.99999993983447,1.52992994883612,0.984944948991909,1,3.0,0.88
174,2.99999993875095,1.52992994883612,0.984944948991909,1,3.0,0.8
25,142.499999895617,-15.8199986609016,0.96487238015462,1,142.5,58.7
130,0.679999959403701,-0.0299922045390932,0.988400733402346,1,0.68,0.29
17,139.560695035052,-24.3599983222014,0.963055731177347,1,219.47,85.14
292,20.9999999667416,8.05999048212697,0.976537501533452,1,21.0,5.74
137,50.5999999345248,-6.16999236480771,0.989117706178498,1,50.6,21.0
50,329.799999945448,-6.80323514380158,0.971770126476352,1,329.8,67.86
132,7.16,0.0,0.988427768550216,1,7.16,7.16
135,74.2999999457394,-8.24999391378981,0.994327502424221,1,74.3,25.61
180,125.329999942801,7.49304281256033,0.995526462167101,1,125.33,52.36
56,180.121179521777,-41.8599987948232,0.957285305521803,1,377.08,104.57
162,113.999999944348,58.0299965940545,0.98605231309306,1,114.0,26.49
21,235.199999908631,-33.8699984977655,0.962892247334504,1,235.2,96.83
145,91.74,-14.6899940119832,0.99319671083713,1,91.74,91.74
112,15.9999999572866,7.45999449979599,0.972568430794257,1,16.0,1.93
112,1.99999995728654,0.929994498010148,0.972568430794257,1,2.0,0.71
194,108.599999952038,31.0602546157648,0.992627242838914,1,108.6,34.99
31,204.0,-29.3799992204724,0.961293503707591,1,204.0,204.0
