bus_number,P_output,Q_output,voltage_mag,gen_status,P_max,P_min
300,10.9,-1.56999602448938,1.00265149005512,1,10.9,10.9
300,10.5,-1.50999602447722,1.00265149005512,1,10.5,10.5
82,1.49999994165019,0.0,0.987483269540787,1,1.5,0.52
297,2.89999994137055,-0.349995490061595,0.99348669567256,1,2.9,1.21
297,2.89999994137059,-0.349995490061595,0.99348669567256,1,2.9,0.52
119,0.599999941546894,-0.0299961931573356,0.983190433331468,1,0.6,0.14
131,224.085955125592,-18.0016854448299,0.979292843232113,1,247.53,75.0
34,9.63,-0.739996271037905,0.989272845839105,1,9.63,9.63
34,10.87,-0.739996271037905,0.989272845839105,1,10.87,10.87
296,223.549999738817,-24.809994223137,0.991154502721862,1,223.55,93.11
235,25.7499999410366,-3.13995969617596,0.973840082453164,1,25.75,6.47
209,171.0999999044,7.55688762895809,0.972695034942429,1,171.1,85.21
190,332.619999875126,7.76528414532788,0.970974703529993,1,332.62,53.93
63,54.3999998488445,-6.6399961098726,0.980685624977569,1,54.4,19.15
281,184.719999910204,-20.4999943827064,0.990397991748038,1,184.72,55.41
14,114.899999912841,-12.7499964572832,0.9891037649407,1,114.9,34.47
186,135.934742937461,-6.02062398793657,0.971665075244811,1,354.14,58.51
24,5.82999991887758,-0.649996371176761,0.988295664649428,1,5.83,2.45
24,5.8299999159275,-0.649996371176761,0.988295664649428,1,5.83,1.66
49,4.29999991927553,-0.47999590061253,0.988247431626951,1,4.3,2.04
193,70.36,-5.82997656910932,0.977801292228296,1,70.36,70.36
211,100.499999940864,-14.4699743167275,0.973179366897693,1,100.5,37.95
32,131.799999869427,-14.6299962261546,0.989117117942499,1,131.8,39.54
114,228.329999880636,-25.3499965109361,0.995111152922643,1,228.33,97.27
120,225.140867172045,-47.0799952811555,0.951758079041039,1,385.9,174.01
87,3.9999999413855,-0.199996555856004,0.988292493194499,1,4.0,0.89
56,7.99999994155406,-1.14999629271262,0.988870522699684,1,8.0,2.94
205,142.499999893047,-15.8193181172003,0.970905434011928,1,142.5,36.64
206,103.899999910583,-11.5299727765186,0.973024206435418,1,103.9,12.12
208,34.6699999408664,-1.69995632957278,0.972446897245998,1,34.67,15.3
208,34.6699999408664,-1.69995632957278,0.972446897245998,1,34.67,5.0
298,2.7699999413389,-0.339995706659971,0.996907906214144,1,2.77,0.84
55,1.13999994171414,-0.0599962806535947,0.983899750797762,1,1.14,0.55
130,20.999999909656,10.68999450771,0.973626444404604,1,21.0,4.95
60,0.399999941552988,-0.0199962956154824,0.988604060900976,1,0.4,0.18
60,2.59999994155409,-0.129996301121317,0.988604060900976,1,2.6,0.62
60,2.59999994155404,-0.129996301121317,0.988604060900976,1,2.6,1.13
60,4.59999994155412,-0.229996301545397,0.988604060900976,1,4.6,2.0
60,4.59999994155411,-0.229996301545397,0.988604060900976,1,4.6,2.12
60,4.59999994155416,-0.229996301545397,0.988604060900976,1,4.6,0.51
