bus_number,P_output,Q_output,voltage_mag,gen_status,P_max,P_min
2,733.10510684543,-66.8532763036438,1,1,625.233107546659,0
3,524.805038223331,39.5210323957347,1,1,524.805038223331,0
4,253.306955681546,-949.43504940559,1,1,253.306955681546,0
6,245.136822588765,-116.612334879941,1,1,245.136822588765,0
8,289.103931526906,24.1830007941475,1,1,289.103931526906,0
9,452.895238433133,-71.685361324289,1,1,452.895238433133,0
12,2.63888106005683,852.922049294744,1,1,48.5088352161333,0
21,4.78000333563439,24.1587219555911,1,1,98.1589820442749,0
22,1.7654545550453,110.660501719111,1,1,9.1885385335954,0
23,0.0,0.0,1,0,319.237092130196,0
24,2.48283179512251,203.176449484937,1,1,43.4950030875325,0
27,3.28136922485121,4.5672293396793,1,1,22.7776192773079,0
34,3.75778318771851,47.1927042529779,1,1,24.0240978351949,0
36,0.0,0.0,1,0,404.188395591367,0
37,191.930067220949,-126.665734828854,1,1,191.930067220949,0
41,0.749851331246761,551.482778299983,1,1,10.3342230473296,0
42,149.03127683341,-138.863408401915,1,1,149.03127683341,0
44,0.0,0.0,1,0,308.694956570689,0
50,0.48064804965956,-157.548479314819,1,1,5.40652046618602,0
52,3.92771580305903,17.1475925807738,1,1,216.718204567818,0
