bus_number,P_output,Q_output,voltage_mag,gen_status,P_max,P_min
3,99.6030406686481,66.4406441034632,1,1,196.012601277748,0
14,0.0,0.0,1,0,403.284912052814,0
16,116.283595595263,-193.042887579349,1,1,195.440436201448,0
18,968.723179307295,-35.1153209806341,1,1,893.163755396141,0
25,60.1475312948522,153.698807145469,1,1,282.7161563886,0
29,86.9621519624249,302.152810306639,1,1,86.9621519624249,0
33,0.0,0.0,1,0,150.325883339603,0
34,0.0,0.0,1,0,363.114725945739,0
37,630.178672930339,-77.8774735449866,1,1,630.178672930339,0
41,23.5281598585879,17.9884483839047,1,1,287.315697998676,0
47,0.0,0.0,1,0,20.5929296727894,0
52,582.960997670328,-111.212542265901,1,1,582.960997670328,0
55,100.781877454133,173.838443509318,1,1,170.308826587672,0
