bus_number,P_output,Q_output,voltage_mag,gen_status,P_max,P_min
3,31.8314674157371,452.675271357042,1,1,98.6896832063411,0
5,645.399678380722,-544.828112198787,1,1,645.399678380722,0
7,20.7514300595251,79.7929418625158,1,1,50.9198024615188,0
19,0.0,0.0,1,0,575.225427391701,0
21,24.3115266657082,411.636024511945,1,1,24.3115266657082,0
31,841.01328561037,-360.439498657797,1,1,1205.41655452585,0
36,4.17852874605613,4.45267869431083,1,1,176.969710333094,0
37,116.947638491681,557.800280714789,1,1,116.947638491681,0
38,424.085508651359,20.580943698443,1,1,424.085508651359,0
40,64.741323234798,171.454884531291,1,1,64.741323234798,0
41,591.30679874611,-684.783681473483,1,1,591.30679874611,0
45,18.1661232378309,-7.21466563639818,1,1,18.1661232378309,0
49,0.0,0.0,1,0,270.197972097602,0
