bus_number,P_output,Q_output,voltage_mag,gen_status,P_max,P_min
2,440.519731265087,-0.0598046915057937,1,1,440.519731265087,0
7,345.310685643026,-320.430626401454,1,1,345.310685643026,0
12,14.7942127820919,370.555542568746,1,1,14.7942127820919,0
18,408.78942408866,52.4702766071197,1,1,408.78942408866,0
21,418.120489271985,-3.02623798152126,1,1,762.505265283593,0
24,100.134851631167,53.579458019181,1,1,100.134851631167,0
25,0.0,0.0,1,0,282.49005454209,0
26,82.5078395729157,7.73327020009915,1,1,82.5078395729157,0
27,0.0,0.0,1,0,247.06054845616,0
28,12.933945865811,55.0215120253784,1,1,12.933945865811,0
30,676.363465350377,-90.7188649174446,1,1,676.363465350377,0
32,4.39094195122533,11.5772060309423,1,1,4.39094195122533,0
39,0.0,0.0,1,0,272.99128725453,0
42,13.889413595687,6.34842541622122,1,1,239.333710473234,0
43,38.6481837902144,5.20499342424294,1,1,109.994329646,0
50,40.630504898567,-72.0015628735418,1,1,158.007878090228,0
54,104.249575528125,14.6881581750423,1,1,104.249575528125,0
