bus_number,bus_type,P_demand,Q_demand,voltage_mag,voltage_ang
1,1,0.0,0,1.00307776975496,-2.43791333298191
2,1,0.0,0,0.984419445308198,-2.79571780004724
3,1,0.0,0,0.994927808867741,-1.51358415156687
4,1,0.0,0,0.988177986276425,-2.37257363505083
5,1,0.0,0,0.993171158525401,-0.975685072410049
6,1,59.943804547404,0,0.982258348634714,-3.99342015568622
7,2,0.0,0,1.0,-3.26401196196399
8,2,0.0,0,0.99945111889057,-3.94391832592833
9,1,594.493462618687,0,0.992129245957564,-1.62936140142167
10,1,0.0,0,0.996106915307365,-2.76966356683366
11,1,0.0,0,0.996823410030733,-3.95296845185479
12,1,495.928312874951,0,0.998123270096435,-4.3301759628966
13,2,0.0,0,1.0,-3.93324625506912
14,1,568.569842645966,0,0.995609815400215,-3.98795595227349
15,2,0.0,0,1.0,-1.69420243212369
16,1,293.518648164922,0,0.994259229902683,-3.87986210013947
17,1,0.0,0,0.996388093399091,-3.62455809325403
18,1,0.0,0,0.998532837997171,-3.93288234139267
19,1,0.0,0,1.00109555789236,-2.13156237753769
20,1,0.0,0,0.998041062150225,-3.13048915467465
21,1,162.426179245955,0,1.00430916258174,-2.50871073971938
22,1,0.0,0,1.00089533537035,-1.02397644412164
23,2,0.0,0,1.0,-0.387405124818822
24,2,0.0,0,1.0,0.319742585811206
25,1,0.0,0,0.999501708573535,-2.48898434260263
26,2,0.0,0,1.0,-3.19935294886176
27,1,67.4896382405825,0,0.994263413731309,-2.70484422925267
28,2,0.0,0,1.00231649674408,-2.79396078606224
29,2,0.0,0,1.0,-1.39399923651425
30,2,0.0,0,1.0,-1.18728390644903
31,1,0.0,0,1.00030924285799,-2.09945008387207
32,2,0.0,0,1.0,-2.00946506383673
33,1,0.0,0,0.995718620693901,-3.28032741274637
34,2,0.0,0,1.0,-1.12965032101964
35,1,77.0756951103567,0,0.994097575435964,-2.40026683627887
36,1,125.037390600447,0,0.999076784224944,-1.32922136617991
37,1,0.0,0,0.995123713303221,-1.92445660210726
38,1,0.0,0,0.995649887819827,-1.89143868467778
39,1,58.9870051711511,0,0.995984838679011,-4.7295546126608
40,1,35.9928084218208,0,0.993876162937342,-3.26610206863673
41,1,0.0,0,0.99855376465907,-1.38932721798611
42,3,0.0,0,1.0,0.0
43,1,4.84311765484104,0,0.999812905864629,-0.966513102492551
44,2,0.0,0,1.0,-0.403755893482601
45,1,0.0,0,0.999382269065086,-0.953210503521514
46,1,0.0,0,0.995022808502799,-1.3892652146244
47,2,0.0,0,1.00041455554555,-0.245243316734558
48,1,0.0,0,0.999488286090399,-1.28708695293488
49,1,61.2759540742301,0,0.97946805776098,-3.99540901776541
50,1,0.0,0,0.995928722848391,-2.47353370217667
51,2,0.0,0,1.0,-0.386775401025623
52,2,0.0,0,1.0,-1.00670905567299
53,1,0.0,0,1.00002988650107,-0.592493121135896
54,1,0.0,0,1.00256793748255,-1.96688504886563
55,2,0.0,0,0.994431266419758,-2.18080056119837
56,1,0.0,0,1.00038428893455,-1.62863096258776
57,1,148.728734111288,0,0.990811829009365,-2.72654962695603
