bus_number,P_output,Q_output,voltage_mag,gen_status,P_max,P_min
7,708.618601620008,-263.999872278931,1,1,708.618601620008,0
9,0.0,0.0,1,0,377.046081767468,0
14,88.6373362348382,7772.09817629347,1,1,340.954695223774,0
15,0.0,0.0,1,0,530.060258815769,0
18,709.812653191068,3990.97108634016,1,1,709.812653191068,0
23,49.4977661179327,-6007.05336915142,1,1,166.242368790586,0
28,86.0788073245652,-64.6433775435292,1,1,112.697409667614,0
30,59.5106525534383,-6004.50005101289,1,1,67.0366806350699,0
31,24.8534775385033,-53.8833337367596,1,1,32.2099953260303,0
44,-13598.0680082616,32440.8451713565,1,1,973.482735177077,0
46,54.2311489216696,3628.61160254289,1,1,71.2719236690579,0
47,0.0,0.0,1,0,172.944343540796,0
