bus_number,bus_type,P_demand,Q_demand,voltage_mag,voltage_ang
1,1,0.0,0,0.994268789450417,-1.63901770476361
2,1,0.0,0,0.985993689597343,-0.114098833615197
3,1,0.0,0,0.994302924674229,0.61740153601047
4,1,0.0,0,0.981374398226668,-1.35226925301971
5,1,0.0,0,0.981375685295934,-1.06367506415897
6,1,0.0,0,0.994996376784431,-0.743067458552303
7,1,30.6701061020419,0,0.985981476298009,-0.487486463588807
8,1,101.385921342566,0,0.989623571974401,0.0874425555137955
9,1,0.0,0,0.991109078814084,1.79937915692299
10,1,0.0,0,0.988439366648103,-0.0565988860485683
11,2,0.0,0,1.0,0.0713616245039312
12,1,0.0,0,0.995354348904053,-0.203737527033453
13,1,117.180561876214,0,0.982569568581445,1.22546937827235
14,1,0.0,0,0.989912526180144,-0.397553945052699
15,1,0.0,0,0.9893460191734,0.82176413129668
16,3,0.0,0,1.0,0.0
17,2,0.0,0,1.0,3.32341665634514
18,2,0.0,0,1.0,3.71142989263845
19,1,107.582349177776,0,0.99194195945296,2.66153301183876
20,1,662.051441818413,0,0.998501251377089,-0.198152162248984
21,1,0.0,0,0.99180090697547,2.05828217811399
22,1,54.795915520314,0,0.990735640954652,1.23154495926654
23,1,0.0,0,0.999376861553108,2.61292050905944
24,1,0.0,0,0.99793488348838,2.34129406158367
25,1,4.91170337675137,0,0.989820118289011,0.569400716958809
26,1,226.613959245655,0,0.974225823397104,0.953224973092721
27,1,0.0,0,0.99198969023201,0.70816329641929
28,1,0.0,0,0.993313648850598,0.472460139542796
29,2,0.0,0,1.0,3.25267777378086
30,2,0.0,0,1.0,3.32579121559233
31,2,0.0,0,1.0,1.42973964752097
32,2,0.0,0,0.986262107324503,-0.292470887383635
33,1,0.0,0,0.991465007584962,1.43357946001418
34,1,0.0,0,1.00046234202506,0.762872484084311
35,1,0.0,0,0.997667784502748,2.02501580398378
36,2,0.0,0,1.0,3.66465498791045
37,2,0.0,0,1.0,1.02654291164643
38,1,105.209446091989,0,0.990888733170964,2.52409667842009
39,1,0.0,0,0.995580818013457,-0.267868561410844
40,1,0.0,0,0.999742170620487,0.731453168987342
41,1,0.0,0,0.997444095120754,0.404395647481683
42,2,0.0,0,1.0,0.773671563973774
43,2,0.0,0,1.0,-1.5803723154129
44,1,295.266907799741,0,0.995241549669893,-0.504838071838763
45,1,0.0,0,0.996202295526787,0.0413050134931374
46,1,50.1645389437946,0,0.996335365329916,-0.125792962149458
47,1,91.2391854111078,0,0.989714560648507,-0.712303942532773
48,2,0.0,0,0.994940917775829,-0.341906293797414
49,2,0.0,0,1.0,-1.28685994757961
50,1,0.0,0,0.99282640800486,-0.128273937603383
51,1,0.0,0,0.985503796859699,-0.873050989549362
52,2,0.0,0,1.0,-1.5803723154129
53,1,662.996929103384,0,0.979806945772474,-1.84040259198317
54,1,0.0,0,0.98869936053177,-2.0009883796633
55,1,177.297506313302,0,0.989005484780913,-1.54576323092565
56,1,0.0,0,0.995019719581518,-0.894633131277027
57,1,66.9441213595519,0,0.986680121792305,-2.26128520816052
